,GEOID10,Total_POP_,Not Hisp_1,White; N_1,Hispanic_1,fullarea_race,new_area,area_acre,weight,TotPopNS,NotHisNS,WhiteNS,HispanNS,Norm_byArea,Norm_nonhis,Norm_white,Norm_hislat
0,482090109011,322.4322583232966,260.8703622896876,238.64373949370523,61.561896033609,22804966.19497933,22804966.19497933,523.5299861106365,1.0,322.4322583232966,260.8703622896876,238.64373949370523,61.561896033609,0.6158811660792962,0.4982911565920474,0.4558358562546084,0.11759000948724885
1,482090109081,3.756278674318175,1.261050630726319,1.074928714431274,2.495228043591856,1837.6839569394049,1837.6839569394049,0.04218741866252077,1.0,3.756278674318175,1.261050630726319,1.074928714431274,2.495228043591856,89.03788838958394,29.89162813714967,25.47984087460271,59.14626025243427
2,484530001011,1045.0000007854237,932.0000007004927,886.0000006659191,113.00000008493099,10234445.73269859,180892.46118174106,4.152719494530327,0.017674866417416026,18.470235420082005,16.47297551341285,15.65993165760063,1.9972599066691548,4.447744530881441,3.9667922514655536,3.7710063678095285,0.4809522794158879
3,484530001012,1202.000000345202,1081.000000310452,1025.0000002943693,121.00000003474995,11906443.083402472,6324009.793705379,145.1792881934201,0.5311418153521449,638.4324622366294,574.1643025605626,544.4203608923003,64.26815967606667,4.39754506432113,3.9548637392106,3.7499864317214286,0.4426813251105296
4,484530001013,2015.9999995406304,1852.9999995777719,1743.9999996026088,162.9999999628585,11510984.412381751,4683157.262496785,107.51049730249737,0.4068424640953699,820.1944074293747,753.8790857969401,709.5332572206495,66.31532163243456,7.628970454128132,7.01214397395805,6.599664916666399,0.6168264801700821
5,484530001021,1577.9998504752393,1481.9998595718027,1309.999875869812,95.99999090343661,32897132.583797395,18865644.07285322,433.09559395898117,0.5734738134029648,904.9415918013437,849.8881109313,751.2506243724716,55.05348087004372,2.0894730965262407,1.9623568625170398,1.7346069432505544,0.12711623400920094
6,484530001022,1062.000000261207,1031.0000002535824,985.0000002422684,31.00000000762469,27778574.22884509,19919405.586595453,457.2866296279948,0.71707804088488,761.5368796070485,739.3074603341496,706.3218704453321,22.229419272898777,1.6653381714365079,1.6167266052269675,1.5445933134321659,0.04861156620954025
7,484530002031,1593.999986982621,1294.9999894244004,994.9999918743463,298.9999975582206,13016606.853700023,6605868.120762901,151.6498650312879,0.5074954014521194,808.9476633084183,657.2065395134264,504.95792032112684,151.7411237949919,5.334311792110853,4.333710019312142,3.329761752290024,1.0006017727987109
8,484530002041,1112.999999263128,954.9999993677334,808.999999464394,157.99999989539464,5533473.8453241605,1013117.8175223942,23.257984791606848,0.18308893216844038,203.77798136856106,174.84993010509953,148.11894602620475,28.928051263461498,8.761635334893622,7.517845233444213,6.368520202990962,1.2437901014494093
9,484530002042,1254.9999990702129,1101.9999991835655,1000.999999258393,152.9999998866475,5936941.518594659,224.5534254126756,0.005155037314340579,3.782308192010454e-05,0.04746796777456378,0.04168103624507513,0.03786090497397478,0.005786931529488653,9.208074525962141,8.08549651602413,7.3444482872415175,1.1225780099380143
10,484530002043,692.0000001029734,566.000000084224,477.00000007098026,126.0000000187495,8170844.672217952,607374.5101646488,13.943400141520863,0.07433436009740946,51.43937719506181,42.07324782139449,35.45748977174058,9.366129373667324,3.689155921293894,3.0174309992085897,2.5429586336086523,0.6717249220853043
11,484530002051,1528.999999858306,1354.9999998744308,1071.9999999006568,173.99999998387526,6175115.741419258,6033881.486083657,138.51885872552012,0.9771284845094838,1494.0294526765474,1324.0090963876532,1047.4817352970956,170.02035628889422,10.785747633374731,9.558330963520445,7.562015345309166,1.227416669854286
12,484530002052,1828.0000008364773,1373.0000006282733,1032.0000004722344,455.00000020820414,7015456.886213222,7015455.727823056,161.0527026589315,0.9999998348802959,1827.999698997658,1372.9997739189193,1031.9998300686998,454.9999250787387,11.350319918995055,8.525158232374295,6.407839254049724,2.8251616866207603
13,484530002053,580.0000005999933,523.0000005410284,477.00000049344277,57.00000005896486,3042470.1761504035,3042470.1761504035,69.84550450299365,1.0,580.0000005999933,523.0000005410284,477.00000049344277,57.00000005896486,8.30404196701212,7.487955084047136,6.829358652180658,0.8160868829649842
14,484530002061,1251.9999995601574,1165.9999995903704,1046.9999996321765,85.99999996978718,6393168.661752354,1205171.9128229928,27.666940147451626,0.18850932559202305,236.01367555829844,219.80187356307988,197.36926382550996,16.211801995218583,8.53053045622168,7.944567501561086,7.13375829685631,0.5859629546605947
15,484530002062,883.9999998857257,826.9999998930941,683.9999999115797,56.999999992631636,5914709.205244953,852869.9618130175,19.579200225275883,0.14419474097842763,127.46815100845228,119.24905077374439,98.62920281649477,8.219100234707895,6.510385998499394,6.090598666016967,5.037447989789125,0.4197873324824269
16,484530002063,1155.9999994456214,873.999999580859,779.9999996259384,281.9999998647623,3655486.3322479893,2729824.5778251076,62.668149169538744,0.746774664083169,863.2715112661474,652.6810560956858,582.484237705532,210.59045517046155,13.775283340995172,10.414876851236832,9.294741354650721,3.3604064897583372
17,484530003021,978.0000005602565,805.0000004611518,681.0000003901172,173.00000009910465,3050234.3717596917,966183.0358442159,22.180510464743247,0.31675698260747787,309.7883291675785,254.98937114509272,215.71150527926477,54.79895802248576,13.966690697222623,11.496100216016574,9.725272356655015,2.470590481206046
18,484530003022,983.9999969055816,896.9999971791735,581.9999981697647,86.99999972640813,2501197.353124263,1972948.4177902571,45.29266340198019,0.7888015775028041,776.1807498218772,707.555012794943,459.0825166629395,68.62573702693426,17.137008325899036,15.621846004401867,10.13591346105004,1.515162321497171
