,GEOID10,Total_PO_1,Male_new,Male_Und_2,Male_Und_3,Male_Ove_1,Female,Female_U_2,Female_U_3,Female_O_1,fullarea_age,new_area,area_acre,weight,TotPopNS,Males_ns,Males_ns_under5,Males_ns_under18,Males_ns_over65,Females_ns,Females_ns_under5,Females_ns_under18,Females_ns_over65,Under5_ns,Under18_ns,Over65_ns,W_C_under5,W_C_under18,Norm_TotPopNS,Norm_M_ns,Norm_M_ns_un5,Norm_M_ns_un18,Norm_M_ns_ov65,Norm_F_ns,Norm_F_ns_un5,Norm_F_ns_un18,Norm_F_ns_ov65,Norm_Under5,Norm_Under18,Norm_Over65_ns,Norm_W_C_under5,Norm_W_C_under18
39,484530006032,2467.0000097737584,1593.000006311146,0.0,0.0,0.0,874.0000034626124,0.0,0.0,0.0,2813006.993142315,0.0002955149646079185,6.784090096600516e-09,1.0505305010913204e-10,2.591658756459919e-07,1.6734950948685248e-07,0.0,0.0,0.0,9.18163661591394e-08,0.0,0.0,0.0,0.0,0.0,0.0,9.18163661591394e-08,9.18163661591394e-08,38.20200969557568,24.667937351054746,0.0,0.0,0.0,13.534072344520933,0.0,0.0,0.0,0.0,0.0,0.0,13.534072344520933,13.534072344520933
43,484530006041,1448.0000027473932,1102.0000020909029,31.0000000588185,45.00000008538169,0.0,346.00000065649033,0.0,0.0,0.0,3337007.385340182,0.00026936948616271446,6.183872501439726e-09,8.072187294103166e-11,1.1688527224038857e-07,8.895550414979848e-08,2.502378065919921e-09,3.632484289238595e-09,0.0,2.7929768090590083e-08,0.0,0.0,0.0,2.502378065919921e-09,3.632484289238595e-09,0.0,3.043214615651e-08,3.1562252379828674e-08,18.90163036401145,14.385080567086062,0.404661976025107,0.5874125458428973,0.0,4.516549796925387,0.0,0.0,0.0,0.404661976025107,0.5874125458428973,0.0,4.921211772950494,5.103962342768284
46,484530007001,1123.000000586747,702.0000003667823,0.0,5.000000002612409,85.00000004441095,421.0000002199649,22.0000000114946,28.000000014629492,93.0000000485908,17393286.87308318,0.0004480064370190784,1.0284812603743765e-08,2.575743390470875e-11,2.8925598290101027e-08,1.808171861055291e-08,0.0,1.287871695908327e-10,2.189381883044156e-09,1.0843879679548114e-08,5.666635461996639e-10,7.212081497086632e-10,2.3954413543894883e-09,5.666635461996639e-10,8.499953192994959e-10,4.584823237433644e-09,1.0843879679548114e-08,1.0972666849138947e-08,2.8124574948085925,1.758098986069129,0.0,0.012522072550349919,0.21287523335594866,1.0543585087394634,0.055097119221539655,0.07012360628195957,0.23291054943650852,0.055097119221539655,0.08264567883230949,0.4457857827924572,1.0543585087394634,1.0668805812898132
47,484530008011,1876.999999564163,957.9999997775536,78.9999999816563,165.99999996145502,186.99999995657885,918.9999997866094,24.999999994195033,118.99999997236836,336.999999921749,13909445.55378341,0.00016180932704852212,3.7146310158062927e-09,1.1633053698859298e-11,2.1835241787688787e-08,1.1144465440919477e-08,9.190112419964914e-10,1.931086913562248e-09,2.175381041181568e-09,1.069077634676931e-08,2.9082634240395297e-10,1.3843333898428162e-09,3.920339095605286e-09,1.2098375844004443e-09,3.315420303405064e-09,6.095720136786853e-09,1.1609787588765802e-08,1.2621863260331558e-08,5.878172473867975,3.0001540916172194,0.24740310358847634,0.5198596860213553,0.5856250679879124,2.8780183822507563,0.07829212138875834,0.3726704978104897,1.0553777963204622,0.3256952249772347,0.8925301838318451,1.6410028643083745,3.1254214858392326,3.3978780682721115
48,484530008021,985.9999993836491,350.99999978058906,22.999999985622647,28.999999981872033,44.999999971870395,634.99999960306,0.0,1.999999998749795,68.99999995686794,5405478.4436253095,0.00022883944831348724,5.253430861191167e-09,4.2334725908186356e-11,4.17420397193787e-08,1.4859488784484708e-08,9.736986952796248e-10,1.2277070505699618e-09,1.9050626646775268e-09,2.688255093489399e-08,0.0,8.466945176344563e-11,2.9210960858388745e-09,9.736986952796248e-10,1.3123765023334073e-09,4.826158750516401e-09,2.7856249630173615e-08,2.811025798546395e-08,7.945672232548251,2.828530378929448,0.18534529548540543,0.23369624213377208,0.36263209986274975,5.1171418536188025,0.0,0.01611698221612221,0.5560358864562163,0.18534529548540543,0.24981322434989428,0.9186679863189661,5.302487149104207,5.350838095752574
50,484530008023,1531.9999990015642,647.9999995776851,78.99999994851409,289.9999998110011,19.99999998696559,883.9999994238791,46.99999996936914,239.9999998435871,45.99999997002086,8937278.202172298,0.001218414933975937,2.7970958080255673e-08,1.363295296860949e-10,2.0885683934298108e-07,8.83415351790155e-08,1.0770032838182446e-08,3.953556358320139e-08,2.726590591944923e-09,1.205153041639656e-07,6.4074878910705695e-09,3.271908710333907e-08,6.271158361473323e-09,1.7177520729253015e-08,7.225465068654046e-08,8.997748953418245e-09,1.3128533700214805e-07,1.60050867747167e-07,7.466917605886741,3.1583306844742873,0.38504340134794557,1.4134504606443572,0.09747934211340394,4.308586921412454,0.22907645396649928,1.169752105360847,0.22420248686082905,0.6141198553144448,2.5832025660052045,0.321681828974233,4.6936303227604,5.722037382056812
51,484530008031,921.0000000853829,539.0000000499689,22.00000000203955,90.0000000083436,15.000000001390601,382.00000003541396,14.000000001297895,52.00000000482075,40.000000003708266,4930153.269455004,2.3765467105363314e-06,5.455800529238594e-11,4.820431699883121e-13,4.439617596003937e-10,2.598212686477874e-10,1.0604949740726018e-11,4.338388530297007e-11,7.230647550495012e-12,1.841404909526063e-10,6.7486043804620116e-12,2.506624484171604e-11,1.928172680132003e-11,1.7353554121188028e-11,6.845013014468611e-11,2.6512374351815044e-11,1.9474544069333232e-10,2.2752437625557637e-10,8.137426528354998,4.762294135486801,0.19437935246884905,0.795188260099837,0.13253137668330617,3.375132392868197,0.12369595157108576,0.45944210583546136,0.3534170044888164,0.3180753040399348,1.2546303659352982,0.48594838117212263,3.569511745337046,4.170320652968034
52,484530008032,689.999998988966,485.9999992878804,0.0,0.0,0.0,203.9999997010856,31.99999995311147,31.99999995311147,7.999999988277867,3045591.9155377503,4.466200964744734e-05,1.0252986604097185e-09,1.4664476031603043e-11,1.0118488446979816e-08,7.1269353409162185e-09,0.0,0.0,0.0,2.9915531060635977e-09,4.692632323237016e-10,4.692632323237016e-10,1.173158080809254e-10,4.692632323237016e-10,4.692632323237016e-10,1.173158080809254e-10,2.9915531060635977e-09,2.9915531060635977e-09,9.86882050829597,6.951082271060641,0.0,0.0,0.0,2.9177382372353304,0.45768442937024795,0.45768442937024795,0.11442110734256199,0.45768442937024795,0.45768442937024795,0.11442110734256199,2.9177382372353304,2.9177382372353304
53,484530008033,878.0000009353249,570.0000006072155,0.0,0.0,20.000000021305805,308.0000003281094,60.00000006391742,60.00000006391742,24.00000002556697,7567536.927066634,5.100783664602204e-05,1.1709788027094132e-09,6.740348562236081e-12,5.918026043947695e-09,3.841998684567411e-09,0.0,0.0,1.348069713883302e-10,2.076027359380285e-09,4.0442091416499056e-10,4.0442091416499056e-10,1.6176836566599623e-10,4.0442091416499056e-10,4.0442091416499056e-10,2.9657533705432645e-10,2.076027359380285e-09,2.076027359380285e-09,5.0539138968652155,3.281014716643705,0.0,0.0,0.1151233233910072,1.772899180221511,0.34536997017302157,0.34536997017302157,0.13814798806920864,0.34536997017302157,0.34536997017302157,0.25327131146021586,1.772899180221511,1.772899180221511
54,484530008041,1138.0000017897153,596.0000009373202,98.00000015412311,172.0000002705018,30.000000047180546,542.0000008523951,32.000000050325916,106.0000001667046,44.00000006919814,4151723.0145273837,9.562544167270731e-05,2.1952580732944747e-09,2.3032712283093613e-11,2.6211226619382528e-08,1.372749654231282e-08,2.2572058072930474e-09,3.961626518922491e-09,6.909813695795043e-10,1.2483730077069711e-08,7.37046794218138e-10,2.441467505847582e-09,1.0134393420499398e-09,2.9942526015111854e-09,6.403094024770074e-09,1.7044207116294441e-09,1.4740935884362758e-08,1.64453565959922e-08,11.939929495417699,6.253249542415597,1.0282188844911553,1.8046290625763133,0.3147608830074965,5.686679953002103,0.33574494187466297,1.112155119959821,0.4616492950776616,1.3639638263658183,2.9167841825361345,0.7764101780851581,6.7148988374932586,7.491309015578416
55,484530008042,1313.9999988994452,676.9999994329714,76.99999993550783,152.99999987185322,32.9999999723605,636.9999994664738,50.9999999572844,132.99999988860444,90.99999992378197,7123891.455028789,0.00032130929732173373,7.376246494989296e-09,4.510305910050327e-11,5.926541960842291e-08,3.053477098546599e-08,3.472935547829958e-09,6.900768036597189e-09,1.4884009490699819e-09,2.873064862295692e-08,2.300256012199063e-09,5.998706855342654e-09,4.104378374708131e-09,5.773191560029021e-09,1.2899474891939842e-08,5.592779323778113e-09,3.220358417078688e-08,3.563141665955411e-08,8.03463111606724,4.139608269084872,0.4708269375473193,0.935539239542076,0.2017829732345654,3.8950228469823682,0.31184641318069195,0.8132465284908241,0.5564318352831954,0.7826733507280113,1.7487857680329,0.7582148085177608,4.365849784529687,4.830562086524444
58,484530009021,1233.9999993359568,683.9999996319242,22.99999998762318,172.9999999069048,117.99999993650154,549.9999997040326,48.999999973631994,140.99999992412472,59.99999996771265,7479729.700978581,0.00025111393915722147,5.764782808935295e-09,3.357259542739465e-11,4.1428582735111346e-08,2.2963655259980682e-08,7.72169694414555e-10,5.808059005813827e-09,3.961566258300761e-09,1.8464927475130665e-08,1.6450571750570956e-09,4.733735952715316e-09,2.0143557245597087e-09,2.4172268694716506e-09,1.0541794958529143e-08,5.9759219828604695e-09,1.9237097169545218e-08,2.427298648094449e-08,7.18649498310637,3.9834380619487497,0.133946016702955,1.0075069952004878,0.6872013030847258,3.20305692115762,0.28536325297586074,0.8211473197876809,0.3494243913990131,0.41930926967881577,1.8286543149881687,1.0366256944837389,3.337002937860575,4.210563916358108
60,484530009023,1542.0000011072725,664.0000004768021,21.00000001507959,266.0000001910081,39.00000002800495,878.0000006304704,61.000000043802615,238.00000017090198,138.00000009909442,5718133.523099591,0.0002100805413386437,4.822785613834796e-09,3.673935568135644e-11,5.665208650133211e-08,2.4394932189938082e-08,7.715264698624996e-10,9.772668618258327e-09,1.432834872601785e-09,3.225715431139403e-08,2.241100698172023e-09,8.743966658441662e-09,5.070031087667854e-09,3.0126271680345227e-09,1.8516635276699987e-08,6.502865960269639e-09,3.302868078125653e-08,4.202982292965236e-08,11.746756135876772,5.058265936590257,0.15997527811505333,2.026353522790675,0.2970969450708133,6.688490199286515,0.4646900935722978,1.8130531519706041,1.0512661133274932,0.6246653716873511,3.839406674761279,1.3483630583983064,6.848465477401569,8.714843722077191
