,GEOID10,Total_PO_1,Male_new,Male_Und_2,Male_Und_3,Male_Ove_1,Female,Female_U_2,Female_U_3,Female_O_1,fullarea_age,new_area,area_acre,weight,TotPopNS,Males_ns,Males_ns_under5,Males_ns_under18,Males_ns_over65,Females_ns,Females_ns_under5,Females_ns_under18,Females_ns_over65,Under5_ns,Under18_ns,Over65_ns,W_C_under5,W_C_under18,Norm_TotPopNS,Norm_M_ns,Norm_M_ns_un5,Norm_M_ns_un18,Norm_M_ns_ov65,Norm_F_ns,Norm_F_ns_un5,Norm_F_ns_un18,Norm_F_ns_ov65,Norm_Under5,Norm_Under18,Norm_Over65_ns,Norm_W_C_under5,Norm_W_C_under18
132,484530017053,786.9999556069554,363.99997946751176,40.99999768727467,54.99999689756359,28.99999836416989,422.9999761394436,0.0,116.99999340027163,28.99999836416989,11241164.498920413,0.0008541634766904994,1.960889524082873e-08,7.598531956120135e-11,5.980044312144578e-08,2.765865476010961e-08,3.1153979262760824e-09,4.179192340126453e-09,2.2035741429757656e-09,3.214178836133617e-08,0.0,8.89028188717809e-09,2.2035741429757656e-09,3.1153979262760824e-09,1.3069474227304542e-08,4.407148285951531e-09,3.5257186287612256e-08,3.6320980701462624e-08,3.0496589627819564,1.410515708326089,0.1588767693444221,0.21312737351081018,0.11237625148751808,1.6391432544558673,0.0,0.45338004910481433,0.11237625148751808,0.1588767693444221,0.6665074226156246,0.22475250297503616,1.7980200238002897,1.8522706279666776
133,484530017054,1752.000000358421,802.0000001640717,21.00000000429614,176.00000003600576,127.00000002598142,950.0000001943492,40.00000000818312,210.0000000429614,218.00000004459804,13321078.558725862,0.0006578342978750288,1.510179747187853e-08,4.9382960619515296e-11,8.651894702309069e-08,3.9605134424953617e-08,1.0370421732219774e-09,8.691401070812764e-09,6.271635999961482e-09,4.691381259813707e-08,1.9753184251847186e-09,1.0370421732219773e-08,1.0765485417256718e-08,3.012360598406696e-09,1.9061822803032535e-08,1.70371214172182e-08,4.795085477135905e-08,5.5605213668949834e-08,5.729049617053863,2.622544402327168,0.06867011527290588,0.5755209660967351,0.41529069712662126,3.106505214726695,0.13080021956743976,0.6867011527290589,0.7128611966425468,0.19947033484034565,1.2622221188257938,1.1281518937691681,3.1751753299996004,3.6820261808234296
134,484530017061,972.9999985200642,486.9999992592716,0.0,132.9999997977066,88.99999986463074,485.9999992607926,0.0,76.99999988288278,109.99999983268968,8413330.50620731,0.0003866023296560236,8.875168265748935e-09,4.595116397374268e-11,4.471048247844686e-08,2.2378216821175354e-08,0.0,6.11150479921216e-09,4.0896535874427235e-09,2.2332265657271504e-08,0.0,3.5382396205965138e-09,5.054628029423591e-09,0.0,9.649744419808674e-09,9.144281616866315e-09,2.2332265657271504e-08,2.8443770456483664e-08,5.037705330161867,2.5214414139659085,0.0,0.6886072034034205,0.4607973015255972,2.516263916195958,0.0,0.39866732828619084,0.5695247546945584,0.0,1.0872745316896115,1.0303220562201556,2.516263916195958,3.2048711195993786
135,484530017062,1287.9999977651964,680.9999988183997,55.99999990283463,128.99999977617264,86.99999984904666,606.9999989467968,0.0,45.999999920185594,133.99999976749714,10242354.710229788,0.0003596034580023487,8.25535945827247e-09,3.5109451700904915e-11,4.52209737123028e-08,2.390953656683091e-08,1.9661292918392523e-09,4.529119261558279e-09,3.0545222926788385e-09,2.13114371454719e-08,0.0,1.6150347754393862e-09,4.704666519758211e-09,1.9661292918392523e-09,6.144154036997664e-09,7.759188812437048e-09,2.3277566437311152e-08,2.584055640703018e-08,5.4777716150189075,2.896244153593072,0.23816398326169166,0.548627747156397,0.37000475971012814,2.5815274614258366,0.0,0.19563470053638962,0.5698923885190479,0.23816398326169166,0.7442624476927866,0.9398971482291759,2.8196914446875287,3.130155208582234
137,484530017071,1243.9999997018,538.999999870796,0.0,56.999999986336505,118.99999997147445,704.9999998310041,34.99999999161013,115.99999997219359,253.99999993911354,10819739.827403497,0.00015328365008211373,3.5189084040889284e-09,1.4167036594899204e-11,1.762379351983e-08,7.636032722820234e-09,0.0,8.075210857156834e-10,1.6858773543888828e-09,9.987760797009767e-09,4.958462807026126e-10,1.6433762446143732e-09,3.598427294241817e-09,4.958462807026126e-10,2.4508973303300564e-09,5.2843046486307e-09,9.987760797009767e-09,1.079528188272545e-08,5.008312662913126,2.1700004222750606,0.0,0.2294805641366947,0.4790910023204679,2.8383122406380656,0.1409091183295494,0.46701307789222085,1.022597601591587,0.1409091183295494,0.6964936420289155,1.501688603912055,2.8383122406380656,3.0677928047747605
140,484530017121,1502.0000002642194,659.0000001159258,31.000000005453263,58.00000001020288,75.00000001319339,843.0000001482936,51.0000000089715,133.00000002339627,212.0000000372933,13246183.680328282,0.0002331611001518295,5.352642335900585e-09,1.7602134001666737e-11,2.6438405275154264e-08,1.159980630913892e-08,5.456661541476579e-10,1.0209237722762632e-09,1.320160050357237e-09,1.4838598966015342e-08,8.977088342429211e-10,2.3410838226335003e-09,3.731652409009789e-09,1.443374988390579e-09,3.3620075949097635e-09,5.0518124593670265e-09,1.5384265120162998e-08,1.5859522738291606e-08,4.939318492817994,2.1671177674880546,0.10194332441901319,0.19073267149363757,0.24663707520728997,2.772200725329939,0.1677132111409572,0.4373697467009276,0.6971607992526063,0.2696565355599704,0.6281024181945651,0.9437978744598963,2.874144049748952,2.962933396823577
141,484530017122,2409.0000043459722,1151.000002076469,110.00000019844622,272.00000049070337,170.0000003066896,1258.000002269503,110.00000019844622,391.00000070538607,272.00000049070337,7944878.468326908,2.6316314304602063e-05,6.041394468457774e-10,3.312362097106307e-12,7.979480306324528e-09,3.812528780647377e-09,3.643598313390195e-10,9.009624920383028e-10,5.631015575239392e-10,4.16695152567715e-09,3.643598313390195e-10,1.2951335823050602e-09,9.009624920383028e-10,7.28719662678039e-10,2.1960960743433632e-09,1.464064049562242e-09,4.531311357016169e-09,5.067914017715453e-09,13.208010746501547,6.310676782575044,0.6031055135388833,1.4913154516597844,0.9320721572873653,6.897333963926502,0.6031055135388833,2.14376596176094,1.4913154516597844,1.2062110270777666,3.6350814134207248,2.4233876089471496,7.500439477465385,8.388649415586286
142,484530017123,1034.0000012949972,463.0000005798682,103.00000012899875,131.00000016406636,52.00000006512558,571.000000715129,18.00000002254347,142.00000017784294,25.00000003131038,3738565.370681157,7.972650018928107e-05,1.8302685993866178e-09,2.1325426275682617e-11,2.2050490796672193e-08,9.873672378006987e-09,2.196518909146263e-09,2.793630845613208e-09,1.108922167724327e-09,1.2176818418665205e-08,3.8385767344303623e-10,3.028210534939508e-09,5.331356575597726e-10,2.580376582589299e-09,5.821841380552716e-09,1.6420578252840995e-09,1.4373337327811469e-08,1.4970449264278414e-08,12.047680217024991,5.394657582671732,1.200107410399975,1.526350201576667,0.6058794693281427,6.653022634353259,0.20972750861358785,1.654517012396082,0.29128820640776093,1.4098349190135626,3.1808672139727485,0.8971676757359036,7.853130044753234,8.179372835929927
144,484530017132,672.999999855225,241.99999994794123,46.99999998988942,57.99999998752311,25.99999999440691,430.9999999072838,48.99999998945918,66.99999998558704,43.999999990534775,10281750.611791726,0.0004426238022006146,1.0161244311308875e-08,4.304945907684117e-11,2.8972285952481625e-08,1.0417969094354462e-08,2.02332457617628e-09,2.4968686259196646e-09,1.1192859357570909e-09,1.855431685812716e-08,2.1094234943114407e-09,2.884313757527888e-09,1.8941761989735385e-09,4.132748070487721e-09,5.381182383447552e-09,3.013462134730629e-09,2.057764143430344e-08,2.1051185484046825e-08,2.8512537505113573,1.0252650930516323,0.19912173294804428,0.24572469172311848,0.11015244801381172,1.8259886574597248,0.20759499817987595,0.283854385266361,0.18641183510029677,0.40671673112792023,0.5295790769894794,0.29656428311410843,2.0251103904077694,2.0717133491828434
145,484530017133,1822.9999986257003,721.999999455708,92.99999992989036,185.99999985978073,44.99999996607598,1100.9999991699924,47.99999996381438,109.99999991707462,186.99999985902684,9573398.028793776,0.00012162634811829776,2.7921567520270377e-09,1.2704616245191507e-11,2.3160515397524165e-08,9.172732922113247e-09,1.181529309912094e-09,2.363058619824188e-09,5.717077306026262e-10,1.398778247541092e-08,6.098215793094679e-10,1.3975077859175305e-09,2.3757632360598017e-09,1.7913508892215619e-09,3.760566405741718e-09,2.947470966662428e-09,1.5169311785323015e-08,1.6350841095235108e-08,8.294847837862324,3.285178353777619,0.423160092661106,0.846320185322212,0.20475488354569646,5.009669484084707,0.21840520911540956,0.5005119375561469,0.8508702938454495,0.6415653017765155,1.3468321228783589,1.055625177391146,5.432829576745813,5.8559896694069185
146,484530017141,9001.794525718175,4341.141717078542,251.59106910349416,1146.9874215022414,207.58654751124803,4660.652808639633,394.12745426098707,1071.4144387677318,308.98827118033694,132333489.69065464,4422874.557422407,101.53522859096435,0.03342218638502926,300.8596544382889,145.09044759202496,8.408723604385758,38.33482738273203,6.937996281945663,155.7692068462639,13.172601235767804,35.80901306810665,10.327063590177186,21.581324840153563,74.14384045083868,17.265059872122848,164.17793045064965,194.10403422899594,2.9631060924706727,1.4289665725432423,0.08281582383844707,0.3775519877653918,0.06833092689331945,1.53413951992743,0.1297342943780996,0.3526757517074552,0.10170916767991789,0.21255011821654668,0.730227739472847,0.17004009457323732,1.6169553437658768,1.9116915076928218
147,484530017142,3498.9036287475965,1689.9019938362821,45.951830021075374,445.4514134696082,250.3905839923903,1809.0016349113143,87.21469779510224,502.6567528836,270.08422542999404,28660155.56263429,4.7644039067588906e-05,1.0937566360787169e-09,1.662378941505289e-12,5.816503710786444e-09,2.809257487761236e-09,7.638935455066624e-11,7.405090492156421e-10,4.1624403398016094e-10,3.007246223025208e-09,1.4498387700432572e-10,8.356060007991245e-10,4.489823287875893e-10,2.2137323155499196e-10,1.5761150500147666e-09,8.652263627677503e-10,3.083635577575874e-09,3.74775527224085e-09,5.317913984631436,2.568448405335258,0.06984127184318958,0.6770327372554091,0.3805636649414616,2.749465579296178,0.13255588329421697,0.763977994039788,0.4104956385885428,0.20239715513740653,1.4410107312951972,0.7910593035300044,2.819306851139367,3.4264983165515868
148,484530017143,2449.772123129685,1206.947437306101,32.19753072081824,301.73685932652523,62.555202543304006,1242.824685823584,0.0,286.0980586906992,59.7954141958053,14940084.58090176,0.00013292913951531288,3.051633138551719e-09,8.897482393455732e-12,2.179680433352504e-08,1.0738793573257548e-08,2.8647696270123034e-10,2.684698393314387e-09,5.565838132481047e-10,1.1058010760267492e-08,0.0,2.5455524400023606e-09,5.320286450165706e-10,2.8647696270123034e-10,5.230250833316747e-09,1.0886124582646754e-09,1.1344487722968722e-08,1.3742709153581879e-08,7.142668644589969,3.5190316416455274,0.09387660629389745,0.8797579104113818,0.18238883508528647,3.623637002944442,0.0,0.8341607016400602,0.17434226883152384,0.09387660629389745,1.7139186120514418,0.35673110391681034,3.717513609238339,4.503394913355824
149,484530017161,1738.7017202994944,741.0046075501515,17.018287637515442,193.58302187673814,60.98219736776367,997.6971127493428,12.763715728136582,119.83710878083791,54.60033950369538,129613439.7748291,0.00031690712342679044,7.27518648821833e-09,2.445017460977328e-12,4.2511560655635815e-09,1.8117692041247727e-09,4.161001042965985e-11,4.733138686373808e-10,1.491025373729478e-10,2.439386861438809e-09,3.120750782224489e-11,2.930038234421881e-10,1.3349878346182539e-10,7.281751825190474e-11,7.663176920795689e-10,2.826013208347732e-10,2.480996871868469e-09,2.9127007300761898e-09,0.584336370270101,0.24903405666078937,0.0057194424496257844,0.06505865786449329,0.020494668777825728,0.3353023136093116,0.004289581837219338,0.04027440724944823,0.018349877859216063,0.010009024286845122,0.10533306511394153,0.038844546637041795,0.3410217560589374,0.40036097147380495
150,484530017162,3859.9999219045426,1915.999961235519,152.99999690450647,452.9999908349114,214.99999565012348,1943.9999606690235,50.99999896816883,434.99999119908705,260.9999947194522,31699132.709670458,9.586681020274518e-05,2.2007991322944255e-09,3.0242723383248616e-12,1.1673690989752035e-08,5.794505682996088e-09,4.627136584020884e-10,1.3699953415434383e-09,6.50218539584634e-10,5.879185306755947e-09,1.5423788613402948e-10,1.3155584405549572e-09,7.893350643329743e-10,6.169515445361179e-10,2.6855537820983955e-09,1.4395536039176084e-09,6.341898965158035e-09,7.249180648299385e-09,5.3042964341692205,2.632909836235292,0.21024801928183695,0.6224990374815174,0.2954465630431042,2.671386597933928,0.07008267309394565,0.5977639763895364,0.35865838583372184,0.2803306923757826,1.2202630138710537,0.6541049488768261,2.881634617215765,3.2938856354154455
153,484530017183,1090.000000707877,465.00000030198424,0.0,88.0000000571497,88.0000000571497,625.0000004058928,0.0,120.00000007793142,133.000000086374,7923950.427151792,0.00021666855536750518,4.9740256053146275e-09,2.734350212806482e-11,2.980441733894649e-08,1.2714728497807448e-08,0.0,2.4062281888323774e-09,2.4062281888323774e-09,1.7089688841139043e-08,0.0,3.2812202574986963e-09,3.636685785394389e-09,0.0,5.687448446331073e-09,6.042913974226767e-09,1.7089688841139043e-08,1.9495917029971422e-08,5.992011240774713,2.556224978862607,0.0,0.4837587056772245,0.4837587056772245,3.435786261912106,0.0,0.6596709622871243,0.7311353165348962,0.0,1.1434296679643488,1.2148940222121207,3.435786261912106,3.9195449675893306
154,484530017184,1713.0000001593223,873.0000000811958,78.00000000725461,232.00000002157782,159.00000001478824,840.0000000781266,53.00000000492941,81.00000000753363,194.00000001804352,10552765.12798314,0.0001649306378022691,3.7862864509244515e-09,1.5629139453214654e-11,2.6772715885846772e-08,1.3644238743925414e-08,1.2190728774641265e-09,3.6259603534830424e-09,2.4850331732922577e-09,1.3128477141921361e-08,8.283443910974191e-10,1.265960295828131e-09,3.032053054205648e-09,2.0474172685615457e-09,4.891920649311173e-09,5.517086227497906e-09,1.4347550019385488e-08,1.6754437495404404e-08,7.070969466483446,3.603593896228867,0.32197058866649675,0.9576561098798364,0.6563246615124742,3.4673755702545805,0.2187748871708247,0.33435407284597735,0.8007986436064151,0.5407454758373215,1.2920101827258137,1.4571233051188892,3.7893461589210773,4.425031680134417
155,484530017191,1860.999863332048,911.9999330246254,83.99999383121549,199.99998531241786,228.99998318271844,948.9999303074227,68.99999493278416,240.99998230146352,239.9999823749014,23325308.704059187,0.0002100924421771823,4.823058819494543e-09,9.00705944957637e-12,1.676213640468526e-08,8.21443761476247e-09,7.565929382018064e-10,1.8014117576233487e-09,2.062616462478734e-09,8.54769878992279e-09,6.214870563800553e-10,2.170701167936135e-09,2.161694109148018e-09,1.3780799945818618e-09,3.972112925559484e-09,4.224310571626752e-09,9.304291728124596e-09,1.0349110547546138e-08,3.4754161274031348,1.7031593273464045,0.15686993804506358,0.37349985248824663,0.42765733109904236,1.7722568000567303,0.1288574491084451,0.4500673222483372,0.4481998229858959,0.2857273871535087,0.8235671747365839,0.8758571540849382,1.929126738101794,2.1457566525449767
158,484530017221,552.0000004253417,288.0000002219174,16.000000012328744,72.00000005547935,40.00000003082186,264.0000002034243,15.000000011558198,15.000000011558198,36.000000027739674,5859987.695525694,0.0003806685349376851,8.738947083050622e-09,6.496063724303361e-11,3.585827178578502e-08,1.8708663540409575e-08,1.039370196689421e-09,4.677165885102394e-09,2.598425491723552e-09,1.7149608245375445e-08,9.744095593963321e-10,9.744095593963321e-10,2.338582942551197e-09,2.013779756085753e-09,5.6515754444987256e-09,4.937008434274749e-09,1.8188978442064865e-08,2.1826774130477837e-08,4.103271417598227,2.140837261355597,0.11893540340864428,0.5352093153388993,0.29733850852161064,1.9624341562426306,0.11150194069560401,0.11150194069560401,0.26760465766944963,0.2304373441042483,0.6467112560345032,0.5649431661910603,2.0813695596512747,2.4976434715815294
160,484530017223,1412.0000002595737,653.0000001200436,40.000000007353364,108.00000001985408,43.000000007904866,759.00000013953,39.000000007169525,52.00000000955937,17.00000000312518,10955944.17002044,0.000466657028613599,1.071297127212119e-08,4.2593958254236736e-11,6.014266906603854e-08,2.7813854745129722e-08,1.7037583304826782e-09,4.600147492303231e-09,1.8315402052688792e-09,3.232881432090882e-08,1.6611643722206111e-09,2.214885829627482e-09,7.240972904551383e-10,3.364922702703289e-09,6.815033321930713e-09,2.5556374957240173e-09,3.40325726513915e-08,3.692896181321205e-08,5.614004512692973,2.596278290926708,0.15903695503379528,0.4293997785912472,0.17096472666132995,3.0177262217662655,0.1550610311579504,0.2067480415439339,0.067590705889363,0.3140979861917456,0.6361478201351811,0.23855543255069292,3.1767631768000606,3.4471260003575126
165,484530017285,1284.0000002107147,494.0000000810694,71.00000001165168,101.00000001657492,18.000000002953946,790.0000001296454,66.00000001083113,140.00000002297512,57.00000000935416,7150320.802180761,4.50268760232575e-05,1.0336748398360307e-09,6.297182639627141e-12,8.085582510608158e-09,3.1108082244863165e-09,4.470999674868998e-10,6.360154467067165e-10,1.1334928753189008e-10,4.974774286121842e-09,4.156140542835969e-10,8.816055696924783e-10,3.589394105176519e-10,8.627140217704967e-10,1.5176210163991947e-09,4.72288698049542e-10,5.421874253608742e-09,5.610789732828559e-09,7.822172117385341,3.0094649735111827,0.4325344395127409,0.6152954702927722,0.10965661846801882,4.812707143874159,0.40207426771606897,0.8528848103068128,0.3472459584820596,0.8346087072288099,1.468180280599585,0.45690257695007835,5.2452415833869,5.428002614166932
166,484530017291,1679.0000003305397,930.0000001830863,67.00000001319009,174.00000003425484,70.00000001378069,749.0000001474533,13.00000000255927,127.00000002500211,95.00000001870237,17304272.57540585,0.0011344119112611391,2.6042514032624865e-08,6.555675231754333e-11,1.1006978716282436e-07,6.096777966731783e-08,4.392302406140102e-09,1.1406874905498176e-08,4.588972663131451e-09,4.9102007495506516e-08,8.522377802958407e-10,8.325707545967061e-09,6.227891471392683e-09,5.244540186435943e-09,1.9732582451465237e-08,1.0816864134524135e-08,5.349430990164662e-08,6.050888240100469e-08,4.226542300214718,2.341086562953953,0.16865892442786545,0.4380097440365461,0.17621081656642662,1.8854557372607643,0.03272486593376493,0.3196967671990883,0.2391432510544361,0.20138379036163037,0.7577065112356344,0.41535406762086274,2.05411466168863,2.3234654812973106
168,484530017293,2300.000000558329,1054.0000002558602,61.000000014807846,262.0000000636009,50.000000012137576,1246.0000003024684,13.00000000315577,130.0000000315577,130.0000000315577,12034072.762920177,0.0004583178005863756,1.0521528939081166e-08,3.8085011584653296e-11,8.759552666596654e-08,4.014160221996901e-08,2.323185707227808e-09,9.978273037601405e-09,1.9042505796949246e-09,4.745392444599752e-08,4.951051507206805e-10,4.951051507206804e-09,4.951051507206804e-09,2.818290857948488e-09,1.492932454480821e-08,6.8553020869017285e-09,4.977711015322533e-08,5.7432197483598924e-08,8.32536099773501,3.8151871702663906,0.2208030525486241,0.9483672093072052,0.1809861086464132,4.510173827468617,0.04705638824806744,0.4705638824806744,0.4705638824806744,0.26785944079669155,1.4189310917878795,0.6515499911270876,4.730976880017241,5.458541036775823
172,484530017372,5646.536523927353,2676.4811882491576,182.05409791865708,802.5630913482161,196.3515401635778,2970.055335678196,120.098514857334,933.1463971851585,230.6654015513875,38384454.18121987,0.0015916004484723611,3.6538118651798924e-08,4.146471488061628e-11,2.3413202702763385e-07,1.1097952935408438e-07,7.548821263044913e-09,3.3278049756459775e-08,8.141660629252629e-09,1.2315249767354948e-07,4.979850676144812e-09,3.869264930115691e-08,9.564475108151147e-09,1.2528671939189725e-08,7.197069905761669e-08,1.7706135737403776e-08,1.307013189365944e-07,1.5643054743000925e-07,6.407884030890204,3.0373629910094015,0.2066012575793432,0.9107762245120784,0.2228264872321712,3.370521039880803,0.1362919290837552,1.0589666553412407,0.2617670383989584,0.34289318666309837,1.9697428798533192,0.48459352563112956,3.5771222974601464,4.281297264392881
173,484530017373,3486.524067046174,1738.7729467414824,115.71868148136085,556.64676091896,181.55862094489376,1747.7511203046915,37.907843933549245,264.35733269448815,299.2724521069677,36553029.70291901,0.0005413881525450702,1.2428561812329434e-08,1.4811033639212585e-11,5.1639025240945154e-08,2.5753024605140888e-08,1.713913284105762e-09,8.244513901129442e-09,2.689070842303868e-09,2.588600063580427e-08,5.614543516898185e-10,3.915405347310577e-09,4.432534355445936e-09,2.2753676357955803e-09,1.215991924844002e-08,7.121605197749804e-09,2.7599913919910032e-08,3.413051453693371e-08,4.1548673145526775,2.072084042708245,0.13790117553307885,0.6633522064436035,0.21636218919845132,2.082783271844433,0.04517452301945686,0.31503285789884394,0.3566409712062384,0.18307569855253572,0.9783850643424475,0.5730031604046897,2.2206844473775114,2.746135478288036
176,484530017383,1086.9999992586556,579.9999996044345,59.99999995907943,168.9999998847404,23.999999983631774,506.9999996542212,33.99999997681168,96.99999993384509,68.99999995294135,6726927.083415804,0.0004916348659082764,1.1286383514882378e-08,7.308461349615725e-11,7.944297481614207e-08,4.238907579886145e-08,4.385076806778771e-09,1.2351299672426871e-08,1.7540307227115087e-09,3.7053899017280617e-08,2.484876857174637e-09,7.0892075042923475e-09,5.042838327795587e-09,6.8699536639534084e-09,1.9440507176719217e-08,6.796869050507096e-09,4.143897582405939e-08,4.9405198689707484e-08,7.03883353878481,3.7557713454417567,0.3885280702181128,1.0943540644476843,0.15541122808724514,3.2830621933430533,0.2201659064569306,0.6281203801859491,0.4468072807508297,0.6086939766750434,1.7224744446336333,0.6022185088380748,3.671590263561166,4.377416257790737
177,484530017384,2828.999998968472,1492.9999994556129,205.99999992488696,501.9999998169576,57.999999978851676,1335.9999995128592,177.99999993509653,297.99999989134136,119.99999995624484,13391373.431118265,0.0011453125750038192,2.6292758838471514e-08,8.552614717937698e-11,2.419534702822349e-07,1.276905376922505e-07,1.761838631252753e-08,4.2934125868392335e-08,4.96051653459513e-09,1.1426293258998436e-07,1.522365419237816e-08,2.5486791850161184e-08,1.0263137657783027e-08,3.284204050490569e-08,6.842091771855353e-08,1.5223654192378156e-08,1.318813189025119e-07,1.571970584583767e-07,9.20228538087867,4.8564906587670045,0.6700851143375772,1.632925861152737,0.18866474092999752,4.345794722111666,0.5790055842334406,0.9693464275368836,0.3903408433034431,1.249090698571018,2.602272288689621,0.5790055842334405,5.015879836449243,5.978720583264403
178,484530017385,856.9999997215689,268.9999999126045,0.0,30.999999989928398,22.99999999252752,587.9999998089644,15.999999994801753,193.99999993697125,75.99999997530833,11567307.330245135,0.00070233062718578,1.6123292635118918e-08,6.071686410106786e-11,5.203435251770969e-08,1.6332836437880874e-08,0.0,1.8822227865215876e-09,1.3964878738708552e-09,3.570151607982882e-08,9.714698253014644e-10,1.1779071631780256e-08,4.614481670181956e-09,9.714698253014644e-10,1.3661294418301844e-08,6.010969544052811e-09,3.570151607982882e-08,3.758373886635041e-08,3.227278304455702,1.0129963406051155,0.0,0.11673935523702074,0.08661307001456377,2.214281963850587,0.060252570444913923,0.7305624166445813,0.2861997096133411,0.060252570444913923,0.847301771881602,0.3728127796279049,2.214281963850587,2.3310213190876077
179,484530017401,2507.999897385443,1290.9999471788706,107.99999558119134,353.99998551612714,30.999998731638254,1216.9999502065727,107.99999558119134,239.9999901804252,36.99999848614888,24878101.747106664,0.0012090902790393245,2.7756893458203043e-08,4.860058421378321e-11,1.2189026022104088e-07,6.274335165285637e-08,5.248862880331904e-09,1.7204606107754573e-08,1.5066180489841576e-09,5.914690856818451e-08,5.248862880331904e-09,1.1664139734070897e-08,1.79822154233593e-09,1.0497725760663808e-08,2.8868745841825468e-08,3.3048395913200876e-09,6.439577144851642e-08,7.635151467593909e-08,4.391350941508854,2.2604601537033218,0.18910123671569226,0.6198318314569913,0.05427905868691167,2.1308907878055323,0.18910123671569226,0.4202249704793162,0.06478468294889457,0.3782024734313845,1.0400568019363075,0.11906374163580624,2.3199920245212247,2.750722619262524
180,484530017402,2476.771845214894,1295.0987914355658,56.71286882811882,296.5804123962279,129.23096339522158,1181.6730537793283,14.875506577867231,116.21489513958774,211.97596873460805,20214462.49416865,0.0009185626316100992,2.108729640978189e-08,4.5440863533971323e-11,1.1254665142319234e-07,5.8850407444634734e-08,2.5770817330385636e-09,1.347687004654593e-08,5.8723665720059075e-09,5.369624397855761e-08,6.759558644035576e-10,5.2809051906527936e-09,9.632371067750697e-09,3.2530375974421212e-09,1.8757775237198725e-08,1.5504737639756604e-08,5.6273325711596175e-08,6.717311402510355e-08,5.337177855146222,2.7907990811631707,0.1222101535900599,0.6390989999217886,0.27847887457407094,2.5463787739830512,0.03205512225313046,0.25043064260258174,0.4567854921071091,0.15426527584319036,0.8895296425243704,0.7352643666811801,2.6685889275731114,3.1854777739048403
184,484530017451,1000.0000002456493,550.0000001351071,35.00000000859772,116.00000002849532,75.00000001842369,450.0000001105422,10.000000002456492,67.0000000164585,74.00000001817804,26935427.45061992,0.0005470898585437714,1.255945497116096e-08,2.031116304156443e-11,2.0311163046553855e-08,1.117113967560462e-08,7.108907066293849e-10,2.356094913400247e-09,1.5233372284915389e-09,9.140023370949235e-09,2.0311163046553852e-10,1.3608479241191081e-09,1.5030260654449852e-09,9.140023370949234e-10,3.7169428375193553e-09,3.026363293936524e-09,9.85091407757862e-09,1.1496118284349482e-08,1.6172009926539312,0.8894605459596622,0.05660203474288759,0.18759531514785602,0.12129007444904481,0.7277404466942691,0.01617200992653931,0.10835246650781338,0.11967287345639091,0.0727740446694269,0.2959477816556694,0.2409629479054357,0.7843424814371567,0.9153357618421251
186,484530017461,2560.9999997722753,1208.9999998924955,78.9999999929753,254.99999997732536,119.99999998932958,1351.9999998797798,76.99999999315314,119.99999998932958,182.9999999837276,20728777.968163084,0.00048497043742289775,1.1133389288863584e-08,2.339599749525776e-11,5.991714958002727e-08,2.8285760969251453e-08,1.8482838019610131e-09,5.965979360760233e-09,2.8075196991812857e-09,3.1631388610775816e-08,1.8014918069746582e-09,2.8075196991812857e-09,4.2814675412514605e-09,3.6497756089356715e-09,8.77349905994152e-09,7.088987240432746e-09,3.347967241273683e-08,3.759736797153605e-08,5.381752853999339,2.540624443766186,0.16601268077545797,0.5358637164271112,0.2521711606715817,2.8411284102331535,0.16180982809759825,0.2521711606715817,0.3845610200241621,0.32782250887305625,0.788034877098693,0.6367321806957438,3.0071410910086116,3.3769921266602645
191,484530017481,1929.8380750135343,852.2446856979519,166.9249656426892,300.4649381568405,111.28331042845946,1077.5933893155823,79.75303914039594,194.74579324980405,135.39469435462567,26114563.37819849,0.0015089243417553523,3.464013640393371e-08,5.778095233309795e-11,1.1150788182295453e-07,4.92435095604494e-08,9.645083483004237e-09,1.7361150269407624e-08,6.430055655336158e-09,6.226437226250513e-08,4.6082065529909125e-09,1.1252597396838276e-08,7.823234380658992e-09,1.425329003599515e-08,2.86137476662459e-08,1.425329003599515e-08,7.190945574550936e-08,7.962552253191275e-08,3.219037030416883,1.4215737774882822,0.27843664847430993,0.5011859672537579,0.18562443231620662,1.7974632529286008,0.13303084315994806,0.3248427565533616,0.2258430593180514,0.411467491634258,0.8260287238071194,0.411467491634258,2.0758999014029107,2.2986492201823587
192,484530017482,3733.606458392469,1906.0920656515,97.24959518630102,397.5563451215986,144.70739763721593,1827.5143927409688,104.2515660397147,308.86471431169207,109.69754337014756,20192245.937161297,0.00026756147976300486,6.142366385743913e-09,1.325070428498454e-11,4.947291509666704e-08,2.5257062301903363e-08,1.2886256276481308e-09,5.2679015658255596e-09,1.917474933940419e-09,2.4215852794763675e-08,1.3814066728387963e-09,4.092674993410464e-09,1.4535697079870917e-09,2.670032300486927e-09,9.360576559236024e-09,3.3710446419275107e-09,2.5504478422411805e-08,2.9483754360589233e-08,8.054373834079792,4.111943299332254,0.20979302547613546,0.8576338881464418,0.3121720219084896,3.9424305347475372,0.22489812331041723,0.6663026489122063,0.2366465327370808,0.43469114878655263,1.5239365370586482,0.5488185546455704,4.152223560223673,4.800064422893979
