,GEOID10,Total_POP_,Not Hisp_1,White; N_1,Hispanic_1,fullarea_race,new_area,area_acre,weight,TotPopNS,NotHisNS,WhiteNS,HispanNS,Norm_byArea,Norm_nonhis,Norm_white,Norm_hislat
115,484530016021,1266,1099,994,167,13565055.897743052,8.573287544777486e-06,1.9681560020150336e-10,6.320126956648889e-13,0,0,0,0,0.0,0.0,0.0,0.0
117,484530016023,1175,1159,166,15,10149458.387826363,0.0002857661577863736,6.560288287106832e-09,2.815580367609883e-11,0,0,0,0,0.0,0.0,0.0,0.0
118,484530016031,1172,1106,1106,66,5028988.804248967,0.00023517012366625067,5.3987631695649836e-09,4.67629045957622e-11,0,0,0,0,0.0,0.0,0.0,0.0
120,484530016033,601,601,566,0,3963249.7658410105,9.225429135995e-05,2.1178671111099635e-09,2.3277435642609174e-11,0,0,0,0,0.0,0.0,0.0,0.0
121,484530016034,953,928,875,24,6423082.605913551,0.000605160868629552,1.3892581924461707e-08,9.421657882344491e-11,0,0,0,0,0.0,0.0,0.0,0.0
122,484530016035,1381,1266,1188,114,8098362.543664385,9.240544097534114e-05,2.1213370288186672e-09,1.1410385800476785e-11,0,0,0,0,0.0,0.0,0.0,0.0
123,484530016041,1457,1330,1315,126,13722716.445233393,0.0004623021293498242,1.0612996541547847e-08,3.368882037276268e-11,0,0,0,0,0.0,0.0,0.0,0.0
125,484530016043,976,969,969,7,11117553.160453858,0.00016056811802582505,3.6861367774523656e-09,1.4442756936569492e-11,0,0,0,0,0.0,0.0,0.0,0.0
127,484530016051,1765,1550,1550,214,7611593.232599614,0.00013448157333626615,3.087272115157625e-09,1.7667992656293877e-11,0,0,0,0,0.0,0.0,0.0,0.0
129,484530016053,564,543,532,20,5113552.010825877,0.0003592722516993817,8.247756007791132e-09,7.025884374281676e-11,0,0,0,0,0.0,0.0,0.0,0.0
130,484530016054,975,876,876,98,2789371.3472991814,2.8744398505419454e-05,6.598805901152309e-10,1.0304973747310955e-11,0,0,0,0,0.0,0.0,0.0,0.0
132,484530017051,1255,1190,1076,65,26510068.027652502,0.001296660706416113,2.9767233847936476e-08,4.8912009771667635e-11,0,0,0,0,0.0,0.0,0.0,0.0
134,484530017053,786,749,677,36,11241164.498920413,0.0008541634766904994,1.960889524082873e-08,7.598531956120135e-11,0,0,0,0,0.0,0.0,0.0,0.0
135,484530017054,1752,1527,1438,225,13321078.558725862,0.0006578342978750288,1.510179747187853e-08,4.9382960619515296e-11,0,0,0,0,0.0,0.0,0.0,0.0
136,484530017061,972,830,760,141,8413330.50620731,0.0003866023296560236,8.875168265748935e-09,4.595116397374268e-11,0,0,0,0,0.0,0.0,0.0,0.0
137,484530017062,1287,1120,858,166,10242354.710229788,0.0003596034580023487,8.25535945827247e-09,3.5109451700904915e-11,0,0,0,0,0.0,0.0,0.0,0.0
139,484530017071,1243,1103,931,139,10819739.827403497,0.00015328365008211373,3.5189084040889284e-09,1.4167036594899204e-11,0,0,0,0,0.0,0.0,0.0,0.0
142,484530017121,1502,1168,1078,334,13246183.680328282,0.0002331611001518295,5.352642335900585e-09,1.7602134001666737e-11,0,0,0,0,0.0,0.0,0.0,0.0
143,484530017122,2409,1404,1221,1005,7944878.468326908,2.6316314304602063e-05,6.041394468457774e-10,3.312362097106307e-12,0,0,0,0,0.0,0.0,0.0,0.0
144,484530017123,1034,581,498,453,3738565.370681157,7.972650018928107e-05,1.8302685993866178e-09,2.1325426275682617e-11,0,0,0,0,0.0,0.0,0.0,0.0
146,484530017132,672,391,345,280,10281750.611791726,0.0004426238022006146,1.0161244311308875e-08,4.304945907684117e-11,0,0,0,0,0.0,0.0,0.0,0.0
147,484530017133,1822,1334,1102,487,9573398.028793776,0.00012162634811829776,2.7921567520270377e-09,1.2704616245191507e-11,0,0,0,0,0.0,0.0,0.0,0.0
148,484530017141,9001,7431,4407,1570,132333489.69065464,4422874.557422407,101.53522859096435,0.03342218638502926,300,248,147,52,2.954639529187972,2.44250201079539,1.4477733693021062,0.5121375183925818
149,484530017142,3498,3471,2226,27,28660155.56263429,4.7644039067588906e-05,1.0937566360787169e-09,1.662378941505289e-12,0,0,0,0,0.0,0.0,0.0,0.0
150,484530017143,2449,2208,1525,241,14940084.58090176,0.00013292913951531288,3.051633138551719e-09,8.897482393455732e-12,0,0,0,0,0.0,0.0,0.0,0.0
151,484530017161,1738,1463,1135,275,129613439.7748291,0.00031690712342679044,7.27518648821833e-09,2.445017460977328e-12,0,0,0,0,0.0,0.0,0.0,0.0
152,484530017162,3859,3445,2468,413,31699132.709670458,9.586681020274518e-05,2.2007991322944255e-09,3.0242723383248616e-12,0,0,0,0,0.0,0.0,0.0,0.0
155,484530017183,1090,1025,972,65,7923950.427151792,0.00021666855536750518,4.9740256053146275e-09,2.734350212806482e-11,0,0,0,0,0.0,0.0,0.0,0.0
156,484530017184,1713,1698,1602,15,10552765.12798314,0.0001649306378022691,3.7862864509244515e-09,1.5629139453214654e-11,0,0,0,0,0.0,0.0,0.0,0.0
157,484530017191,1860,1691,1385,168,23325308.704059187,0.0002100924421771823,4.823058819494543e-09,9.00705944957637e-12,0,0,0,0,0.0,0.0,0.0,0.0
160,484530017221,552,472,472,80,5859987.695525694,0.0003806685349376851,8.738947083050622e-09,6.496063724303361e-11,0,0,0,0,0.0,0.0,0.0,0.0
162,484530017223,1412,1246,994,166,10955944.17002044,0.000466657028613599,1.071297127212119e-08,4.2593958254236736e-11,0,0,0,0,0.0,0.0,0.0,0.0
167,484530017285,1284,1054,906,230,7150320.802180761,4.50268760232575e-05,1.0336748398360307e-09,6.297182639627141e-12,0,0,0,0,0.0,0.0,0.0,0.0
168,484530017291,1679,1168,1154,511,17304272.57540585,0.0011344119112611391,2.6042514032624865e-08,6.555675231754333e-11,0,0,0,0,0.0,0.0,0.0,0.0
170,484530017293,2300,1533,1140,767,12034072.762920177,0.0004583178005863756,1.0521528939081166e-08,3.8085011584653296e-11,0,0,0,0,0.0,0.0,0.0,0.0
174,484530017372,5646,4660,3672,986,38384454.18121987,0.0015916004484723611,3.6538118651798924e-08,4.146471488061628e-11,0,0,0,0,0.0,0.0,0.0,0.0
175,484530017373,3486,2856,2712,630,36553029.70291901,0.0005413881525450702,1.2428561812329434e-08,1.4811033639212585e-11,0,0,0,0,0.0,0.0,0.0,0.0
178,484530017383,1086,958,782,127,6726927.083415804,0.0004916348659082764,1.1286383514882378e-08,7.308461349615725e-11,0,0,0,0,0.0,0.0,0.0,0.0
179,484530017384,2828,2363,2199,464,13391373.431118265,0.0011453125750038192,2.6292758838471514e-08,8.552614717937698e-11,0,0,0,0,0.0,0.0,0.0,0.0
180,484530017385,856,760,665,95,11567307.330245135,0.00070233062718578,1.6123292635118918e-08,6.071686410106786e-11,0,0,0,0,0.0,0.0,0.0,0.0
181,484530017401,2507,2164,1514,342,24878101.747106664,0.0012090902790393245,2.7756893458203043e-08,4.860058421378321e-11,0,0,0,0,0.0,0.0,0.0,0.0
182,484530017402,2476,1791,1547,685,20214462.49416865,0.0009185626316100992,2.108729640978189e-08,4.5440863533971323e-11,0,0,0,0,0.0,0.0,0.0,0.0
186,484530017451,1000,893,871,107,26935427.45061992,0.0005470898585437714,1.255945497116096e-08,2.031116304156443e-11,0,0,0,0,0.0,0.0,0.0,0.0
188,484530017461,2560,1960,1670,599,20728777.968163084,0.00048497043742289775,1.1133389288863584e-08,2.339599749525776e-11,0,0,0,0,0.0,0.0,0.0,0.0
193,484530017481,1929,1660,1458,268,26114563.37819849,0.0015089243417553523,3.464013640393371e-08,5.778095233309795e-11,0,0,0,0,0.0,0.0,0.0,0.0
194,484530017482,3733,2263,1781,1469,20192245.937161297,0.00026756147976300486,6.142366385743913e-09,1.325070428498454e-11,0,0,0,0,0.0,0.0,0.0,0.0
195,484530017491,1139,1056,903,82,18108316.68738064,0.0008331724426676097,1.9127007407429057e-08,4.6010485516206624e-11,0,0,0,0,0.0,0.0,0.0,0.0
196,484530017492,1073,855,799,217,4479477.357681197,4.6704133637831546e-05,1.0721793764424139e-09,1.042624616859498e-11,0,0,0,0,0.0,0.0,0.0,0.0
197,484530017493,2376,1910,508,465,10942656.836324373,4.4045068420928146e-05,1.0111356386806278e-09,4.025079930745853e-12,0,0,0,0,0.0,0.0,0.0,0.0
198,484530017494,1915,1672,1256,242,12285110.638566613,0.000525526545343344,1.2064429415595591e-08,4.277751831502111e-11,0,0,0,0,0.0,0.0,0.0,0.0
199,484530017501,781,581,412,199,12696795.188361118,0.0003657824336187332,8.397209219897457e-09,2.8809036311307767e-11,0,0,0,0,0.0,0.0,0.0,0.0
210,484530017543,1612,1576,1459,35,7874859.987265268,0.00022877472994958445,5.251945131992297e-09,2.905127587278309e-11,0,0,0,0,0.0,0.0,0.0,0.0
212,484530017552,2535,2333,1204,201,43210897.696934335,0.00030029350328869466,6.8937902499700334e-09,6.949485414416638e-12,0,0,0,0,0.0,0.0,0.0,0.0
213,484530017561,2423,2269,1801,153,12378822.627165096,0.0001623630437961824,3.727342603218145e-09,1.311619438183723e-11,0,0,0,0,0.0,0.0,0.0,0.0
220,484530017612,2792,2489,2137,302,63640184.30707779,0.0007579949813882655,1.740117037163144e-08,1.191063460361419e-11,0,0,0,0,0.0,0.0,0.0,0.0
221,484530017651,1210,1070,1042,140,70606213.14619,19935659.18891158,457.6597609942971,0.2823499278687393,341,302,294,39,0.7450950008345811,0.6598788570441159,0.6423986224204307,0.0852161437904653
222,484530017652,1590,1356,1127,233,32938.45283869711,32938.45283869711,0.7561628291711916,1.0,1590,1356,1127,233,2102.7217137117855,1793.264555844768,1490.4197304108063,308.1346913804063
225,484530017701,7642,6574,5423,1067,53544463.53894226,0.0017774200853147453,4.08039505352329e-08,3.3195216981155266e-11,0,0,0,0,0.0,0.0,0.0,0.0
226,484530017702,2165,2066,1983,99,53615780.76231278,0.0009557954818495609,2.1942045037868706e-08,1.782675675444797e-11,0,0,0,0,0.0,0.0,0.0,0.0
230,484530017741,236,184,184,51,1272493.032288423,9.7705389333555e-06,2.243007101321281e-10,7.678265173510916e-12,0,0,0,0,0.0,0.0,0.0,0.0
231,484530017742,5389,3730,2476,1659,27974634.033775758,0.00016955878879537038,3.892534178038806e-09,6.061162000927341e-12,0,0,0,0,0.0,0.0,0.0,0.0
233,484530017751,4207,3432,2721,774,113559492.27106592,0.0010924270986239952,2.5078675358677575e-08,9.61986599954478e-12,0,0,0,0,0.0,0.0,0.0,0.0
234,484530017761,1808,1414,1062,393,14888615.896182036,0.0005383532797504764,1.2358890719707906e-08,3.615871908472896e-11,0,0,0,0,0.0,0.0,0.0,0.0
235,484530017762,1459,1070,855,389,6729057.233910251,2.6477876417629886e-05,6.078484026085833e-10,3.934856770752061e-12,0,0,0,0,0.0,0.0,0.0,0.0
236,484530017771,4445,3002,2351,1443,19292736.36814853,0.0007476020599110705,1.7162581724312913e-08,3.8750441909595e-11,0,0,0,0,0.0,0.0,0.0,0.0
240,484530017821,1809,1714,731,94,8675520.468826914,0.0006815491284424568,1.5646215069845198e-08,7.856002771146875e-11,0,0,0,0,0.0,0.0,0.0,0.0
241,484530017822,1810,1701,956,109,14836041.526743546,0.0008940820521397791,2.0525299635899427e-08,6.026419180130367e-11,0,0,0,0,0.0,0.0,0.0,0.0
242,484530017823,1776,1563,1187,213,13758026.546101753,0.0006925904758279481,1.5899689527730673e-08,5.034083002436051e-11,0,0,0,0,0.0,0.0,0.0,0.0
243,484530017831,407,378,352,29,7065278.976843042,0.00028439997289808616,6.52892499766038e-09,4.025318374974682e-11,0,0,0,0,0.0,0.0,0.0,0.0
246,484530017842,474,441,346,32,10062478.631041294,0.0004523859036495992,1.038535132345269e-08,4.495770080485478e-11,0,0,0,0,0.0,0.0,0.0,0.0
247,484530017851,936,732,488,203,8361546.220037033,0.00026538576519500754,6.092418852043332e-09,3.1738838512792694e-11,0,0,0,0,0.0,0.0,0.0,0.0
254,484530018042,2319,1164,1030,1155,8091149.813821008,0.00021332617846905964,4.897295189831488e-09,2.636537245975394e-11,0,0,0,0,0.0,0.0,0.0,0.0
257,484530018052,3123,875,656,2248,8106053.767230803,0.00012466645154893133,2.861947923529186e-09,1.5379425689588043e-11,0,0,0,0,0.0,0.0,0.0,0.0
258,484530018061,1288,315,243,973,5615150.454792037,0.00017004497775244005,3.903695540689624e-09,3.028324514569714e-11,0,0,0,0,0.0,0.0,0.0,0.0
260,484530018063,2152,690,349,1461,5681570.971896522,0.000125865890595378,2.889483255173967e-09,2.215336061416191e-11,0,0,0,0,0.0,0.0,0.0,0.0
265,484530018122,3667,934,558,2732,4796896.016075252,3.568252149758859e-05,8.191579774469373e-10,7.438668959679367e-12,0,0,0,0,0.0,0.0,0.0,0.0
266,484530018123,2929,630,252,2298,12859300.76531828,0.0005186769710032843,1.1907184825603405e-08,4.033477250972803e-11,0,0,0,0,0.0,0.0,0.0,0.0
267,484530018131,3961,1029,555,2931,13855923.174586631,0.00014943083495921883,3.4304599393760063e-09,1.0784617746242437e-11,0,0,0,0,0.0,0.0,0.0,0.0
268,484530018132,3273,1334,466,1938,24164514.589710496,0.0003024789138489055,6.943960373023543e-09,1.2517483549109e-11,0,0,0,0,0.0,0.0,0.0,0.0
271,484530018173,1588,1537,1393,51,11918430.142331244,0.00017280590459028012,3.9670776995013805e-09,1.4499049163909375e-11,0,0,0,0,0.0,0.0,0.0,0.0
273,484530018182,2759,997,792,1762,10103159.994746737,0.00012211163563574613,2.8032974204716742e-09,1.2086479447939019e-11,0,0,0,0,0.0,0.0,0.0,0.0
275,484530018191,3126,1469,1015,1656,7395429.399870234,8.892364757544713e-05,2.0414060508596676e-09,1.2024135823270446e-11,0,0,0,0,0.0,0.0,0.0,0.0
276,484530018192,1066,151,69,915,2241596.214708553,0.00016000962278361897,3.6733154909003438e-09,7.138200079643827e-11,0,0,0,0,0.0,0.0,0.0,0.0
279,484530018203,3052,844,520,2208,7993490.254832915,0.00015130037215596408,3.4733786078045014e-09,1.892794853468257e-11,0,0,0,0,0.0,0.0,0.0,0.0
281,484530018212,1202,933,618,269,5929432.0358760785,0.0001682027523202123,3.861403864100374e-09,2.836743069192802e-11,0,0,0,0,0.0,0.0,0.0,0.0
286,484530018224,1582,255,235,1327,2499866.170526463,0.00020718821197806148,4.7563868681832296e-09,8.287972149102221e-11,0,0,0,0,0.0,0.0,0.0,0.0
287,484530018231,3841,1346,289,2495,5496985.055417043,3.8126624531287234e-05,8.752668625180724e-10,6.935915624095627e-12,0,0,0,0,0.0,0.0,0.0,0.0
289,484530018233,2383,312,200,2071,9751149.55995668,0.00020676977394751966,4.746780852789708e-09,2.1204656197318983e-11,0,0,0,0,0.0,0.0,0.0,0.0
291,484530018242,1059,876,623,182,9485913.66774596,0.00024119328158800357,5.537035849127722e-09,2.5426468133281654e-11,0,0,0,0,0.0,0.0,0.0,0.0
292,484530018261,851,557,279,293,25687695.621309422,0.001414475020633099,3.247187834327592e-08,5.5064301659651817e-11,0,0,0,0,0.0,0.0,0.0,0.0
293,484530018262,1769,1473,807,295,8939276.49311714,6.164408510681788e-06,1.415153468935213e-10,6.895869610284589e-13,0,0,0,0,0.0,0.0,0.0,0.0
297,484530018291,1155,972,766,183,10657389.974572046,0.0006721801308179204,1.543113247975024e-08,6.307174011851923e-11,0,0,0,0,0.0,0.0,0.0,0.0
299,484530018321,1825,1265,709,559,7518808.48691215,2.2903604524060484e-06,5.2579441056153545e-11,3.0461747448320253e-13,0,0,0,0,0.0,0.0,0.0,0.0
300,484530018322,1046,791,706,255,8647509.381554743,0.0001684596070298675,3.867300436865645e-09,1.9480708212840352e-11,0,0,0,0,0.0,0.0,0.0,0.0
306,484530018342,6399,4185,2146,2213,70892107.66633445,0.0019523818226144956,4.4820519343767114e-08,2.754018588082762e-11,0,0,0,0,0.0,0.0,0.0,0.0
307,484530018351,2467,1196,659,1270,9879985.06095629,0.00038056424095284916,8.736552822609025e-09,3.851870611189103e-11,0,0,0,0,0.0,0.0,0.0,0.0
308,484530018352,1201,625,378,575,5701266.8566967305,0.0003412199875113416,7.833333046633187e-09,5.984985374093537e-11,0,0,0,0,0.0,0.0,0.0,0.0
309,484530018353,2737,1414,683,1322,12219679.1538174,0.0007869896989475393,1.8066797496499983e-08,6.440346665744374e-11,0,0,0,0,0.0,0.0,0.0,0.0
310,484530018391,4312,3295,1395,1017,62213181.3857988,0.00010569744288390932,2.4264794050484234e-09,1.698955760330825e-12,0,0,0,0,0.0,0.0,0.0,0.0
311,484530018392,3657,1964,849,1693,26055181.314751823,0.00010117603987264395,2.3226822743949484e-09,3.883144724667891e-12,0,0,0,0,0.0,0.0,0.0,0.0
313,484530018402,1059,631,267,428,10089388.04313494,3.4285827496205457e-05,7.870942951378663e-10,3.3982068436285736e-12,0,0,0,0,0.0,0.0,0.0,0.0
315,484530018411,2568,1493,695,1074,3528365.118219762,0.0002693677082410413,6.183831685974318e-09,7.634349031796088e-11,0,0,0,0,0.0,0.0,0.0,0.0
