,GEOID10,Total_POP_,Less tha_1,"$10,000 _1","$15,000 _1","$20,000 _1","$25,000 _1","$30,000 _1","$35,000 _1","$40,000 _1","$45,000 _1","$50,000 _1","$60,000 _1","$75,000 _1","$100,000_1","$125,000_1","$150,000_1","$200,000_1",fullarea_income,new_area,area_acre,weight,TotPopNS,"Lessthan25,000","25,000to49,999","50,000to74,999","75,000to99,999","100,000to149,999","150,000ormore",Norm_TotPopNS,"Norm_Lessthan25,000","Norm_25,000to49,999","Norm_50,000to74,999","Norm_75,000to99,999","Norm_100,000to149,999","Norm_150,000ormore"
84,484530013054,654,0,52,92,0,0,0,35,16,0,19,70,58,128,44,75,65,7550907.279780719,0.00029098939926773364,6.68019741202327e-09,3.85370113134516e-11,2.5203205398997345e-08,0,0,0,0,0,0,3.7728234428574927,0.0,0.0,0.0,0.0,0.0,0.0
85,484530013071,574,19,38,6,26,85,71,59,65,6,18,55,26,32,0,40,14,6949844.889781086,3308066.683745242,75.94276133483109,0.475991440990195,273.21908712837194,42,136,34,12,15,25,3.597697559662743,0.5530481017778943,1.79082242480461,0.4477056062011525,0.15801374336511265,0.1975171792063908,0.329195298677318
86,484530013072,244,0,11,0,0,10,0,8,7,8,18,48,65,21,17,14,17,4918306.759365033,0.0002973510428635009,6.826240653432068e-09,6.04580107365832e-11,1.47517546197263e-08,0,0,0,0,0,0,2.1610364135506233,0.0,0.0,0.0,0.0,0.0,0.0
87,484530013073,1024,186,6,45,7,51,43,22,81,12,50,130,104,67,8,56,141,7439808.001448249,323848.23034517874,7.434532377070219,0.04352911127305137,44.5738099436046,10,9,7,4,3,8,5.995509560369973,1.3450745107846007,1.2105670597061406,0.9415521575492205,0.5380298043138403,0.4035223532353802,1.0760596086276806
88,484530013081,249,0,20,34,18,29,8,18,5,0,0,31,0,38,14,15,19,3381690.8264529184,33812.6576338478,0.7762318097761203,0.00999874304574264,2.489687018389917,0,0,0,0,0,0,3.2074014321932895,0.0,0.0,0.0,0.0,0.0,0.0
89,484530013082,217,20,0,0,7,25,18,30,0,0,5,24,17,8,14,13,36,1887519.7138996548,1627561.980528755,37.36368183032037,0.8622754870020289,187.11378067944028,23,62,25,14,18,42,5.007905311076671,0.6155710270858709,1.6593653773619128,0.6690989424846423,0.37469540779139965,0.4817512385889424,1.124086223374199
90,484530013083,655,55,6,30,10,6,20,8,9,57,106,100,94,75,34,6,24,5361339.127688486,2937960.182770341,67.44628518756522,0.547989991455181,358.93344440314354,55,54,112,51,59,16,5.321767439154952,0.815463740472101,0.8006371270089719,1.6605807078704602,0.7561572866195846,0.8747701943246174,0.23722581541006577
91,484530013084,398,15,18,6,17,5,60,29,32,0,9,80,49,7,23,0,35,3426011.8848592937,0.00014322630431706784,3.288023515084202e-09,4.1805548004673704e-11,1.6638608105860135e-08,0,0,0,0,0,0,5.060367734454612,0.0,0.0,0.0,0.0,0.0,0.0
92,484530014011,1100,7,37,18,93,37,34,35,58,23,24,230,182,146,21,96,44,8310460.459134112,0.00018413359012764462,4.2271255768513455e-09,2.215684570465184e-11,2.4372530275117024e-08,0,0,0,0,0,0,5.765745500579939,0.0,0.0,0.0,0.0,0.0,0.0
93,484530014012,580,7,0,25,27,37,0,17,7,15,16,51,126,48,37,62,92,6519764.102081893,0.0004007333001630653,9.199570710814172e-09,6.146438642390498e-11,3.564934412586489e-08,0,0,0,0,0,0,3.875109529182572,0.0,0.0,0.0,0.0,0.0,0.0
94,484530014021,280,0,12,0,13,0,9,9,7,10,0,21,6,51,35,69,38,6417603.038100589,0.0007044059317683994,1.6170935072736442e-08,1.0976153052571503e-10,3.073322854720021e-08,0,0,0,0,0,0,1.9005226604994057,0.0,0.0,0.0,0.0,0.0,0.0
95,484530014022,350,0,0,8,17,0,7,0,10,8,54,41,17,62,20,73,33,4433706.897456161,0.00019042560658599121,4.371570399127438e-09,4.29495253047169e-11,1.5032333856650916e-08,0,0,0,0,0,0,3.438657618244317,0.0,0.0,0.0,0.0,0.0,0.0
97,484530014031,395,67,35,28,0,6,39,54,22,6,15,66,24,13,14,6,0,3957846.394370541,0.00014294823270609566,3.2816398692859424e-09,3.611768079464091e-11,1.4266483913883158e-08,0,0,0,0,0,0,4.34736426973854,0.0,0.0,0.0,0.0,0.0,0.0
99,484530015011,661,88,23,87,23,36,0,18,38,0,41,19,129,15,61,44,26,6579487.937833582,0.00016547340501915642,3.798746671697805e-09,2.5149891083110882e-11,1.6624078005936294e-08,0,0,0,0,0,0,4.376200742679784,0.0,0.0,0.0,0.0,0.0,0.0
100,484530015012,486,14,0,0,0,15,0,31,14,7,25,47,62,83,67,42,68,11173770.049554855,118799.75250157446,2.72726704549069,0.010632020524380422,5.167161974848885,0,0,0,0,1,1,1.8946300045653244,0.0,0.0,0.0,0.0,0.3666674305522875,0.3666674305522875
101,484530015013,517,0,15,0,15,19,0,0,0,25,23,11,16,101,59,123,110,5325905.463856268,201591.92406594794,4.62791377561864,0.037851202097752515,19.56907148453805,1,1,1,0,6,8,4.228486621257791,0.21608008456603628,0.21608008456603628,0.21608008456603628,0.0,1.2964805073962178,1.7286406765282902
102,484530015014,656,0,0,57,0,10,35,13,16,0,0,55,99,122,15,88,136,14318674.994763609,0.00014071275366013547,3.230320331959033e-09,9.827218908983872e-12,6.44665560429342e-09,0,0,0,0,0,0,1.9956706895330827,0.0,0.0,0.0,0.0,0.0,0.0
103,484530015031,616,42,8,57,49,0,28,48,52,10,37,9,40,131,5,35,65,6904982.659609501,3201127.696486978,73.487779992814,0.4635967755881391,285.5756137622937,72,63,21,18,63,46,3.8860285858440506,0.9797547293854912,0.8572853882123049,0.2857617960707683,0.2449386823463728,0.8572853882123049,0.6259544104407305
104,484530015032,181,6,0,0,17,15,38,0,8,0,9,9,63,8,0,0,0,3561894.8778781397,2.4464092938103477e-05,5.616182951814389e-10,6.868280445344588e-12,1.2431587606073703e-09,0,0,0,0,0,0,2.213529671795592,0.0,0.0,0.0,0.0,0.0,0.0
105,484530015033,786,68,43,42,27,52,50,34,27,49,49,145,82,49,9,16,29,12517824.889002467,220192.17565642408,5.0549167965202955,0.017590290454524083,13.82596829725593,3,3,3,1,1,0,2.7351524968271392,0.5934815785820927,0.5934815785820927,0.5934815785820927,0.19782719286069755,0.19782719286069755,0.0
106,484530015034,287,46,0,12,26,0,0,32,0,15,24,14,77,4,33,0,4,14414893.496367443,3614714.179086435,82.98241917094663,0.250762461755083,71.96882652370881,21,11,9,19,9,1,0.8672779998791137,0.25306565185499447,0.1325581985907114,0.10845670793785478,0.22896416120213786,0.10845670793785478,0.01205074532642831
108,484530015042,433,44,24,21,0,31,17,0,0,35,0,18,51,77,40,29,35,4954817.122023007,58204.025086678674,1.3361805575454242,0.011746957284856257,5.086432504342759,1,0,0,0,1,0,3.80669549157831,0.7484018491011493,0.0,0.0,0.0,0.7484018491011493,0.0
109,484530015043,504,0,12,16,37,43,0,34,0,36,0,41,37,87,18,58,74,7550806.443320484,13887.68391881057,0.31881735350804796,0.0018392318784830922,0.9269728667554785,0,0,0,0,0,0,2.9075357930040617,0.0,0.0,0.0,0.0,0.0,0.0
111,484530015051,409,0,17,37,17,34,0,0,17,42,17,16,0,110,33,0,59,5770387.685089413,7.810066289073124e-05,1.7929445108065024e-09,1.3534734085985604e-11,5.535706241168112e-09,0,0,0,0,0,0,3.087494458307603,0.0,0.0,0.0,0.0,0.0,0.0
112,484530015052,612,67,17,34,31,33,32,34,28,56,0,34,51,93,12,62,28,7423767.098511405,0.00020969308577374352,4.813890857983093e-09,2.824618323705099e-11,1.7286664141075207e-08,0,0,0,0,0,0,3.5909962753742017,0.0,0.0,0.0,0.0,0.0,0.0
115,484530016021,640,51,0,8,0,0,0,0,42,0,30,24,183,22,61,49,170,13565055.897743052,3336395.057449861,76.5930913096846,0.24595512783732568,157.41128181588843,14,10,13,45,20,53,2.055162928199831,0.18278410964501454,0.13056007831786753,0.16972810181322778,0.5875203524304039,0.26112015663573507,0.691968415084698
117,484530016023,522,31,72,42,66,21,37,47,51,9,48,26,38,4,8,8,0,10149458.387826363,63942.45155815873,1.4679167024370692,0.006300085099600357,3.2886444219913864,1,1,0,0,0,0,2.2403481182082765,0.6812375650060912,0.6812375650060912,0.0,0.0,0.0,0.0
118,484530016031,403,0,0,0,0,0,8,0,27,30,0,16,46,39,59,67,111,5028988.804248967,0.0002351577434325236,5.3984789585060515e-09,4.676044282179352e-11,1.8844458457182788e-08,0,0,0,0,0,0,3.490697769135644,0.0,0.0,0.0,0.0,0.0,0.0
119,484530016032,383,7,0,0,0,0,10,11,0,6,24,63,59,16,0,61,117,4022935.9848595047,114.0777919058068,0.002618865746230643,2.8356849906422462e-05,0.010860673514159803,0,0,0,0,0,0,4.147090598207131,0.0,0.0,0.0,0.0,0.0,0.0
120,484530016033,233,0,6,0,10,0,23,5,0,0,4,6,12,28,11,54,74,3963249.7658410105,9.224967197951628e-05,2.117761064727187e-09,2.327627008890788e-11,5.423370930715536e-09,0,0,0,0,0,0,2.560898404001106,0.0,0.0,0.0,0.0,0.0,0.0
121,484530016034,320,5,5,0,6,12,0,0,7,28,0,20,7,20,29,47,123,6423082.605913551,0.0006050958991034097,1.3891090429371206e-08,9.42064638163481e-11,3.014606842123139e-08,0,0,0,0,0,0,2.1701729302323733,0.0,0.0,0.0,0.0,0.0,0.0
122,484530016035,493,15,0,0,6,0,0,5,14,0,8,40,20,77,84,71,143,8098362.543664385,9.24051644889479e-05,2.1213306815644606e-09,1.1410351659452379e-11,5.6253033681100225e-09,0,0,0,0,0,0,2.6517805154081007,0.0,0.0,0.0,0.0,0.0,0.0
123,484530016041,604,0,8,27,19,0,37,0,0,19,31,0,106,9,29,63,246,13722716.445233393,0.00046233889476364866,1.0613840559312412e-08,3.36914995371957e-11,2.0349665720466203e-08,0,0,0,0,0,0,1.9172763719925805,0.0,0.0,0.0,0.0,0.0,0.0
125,484530016043,371,12,0,10,0,0,0,0,11,0,19,6,47,26,46,51,143,11117553.160453858,0.00016060230775065583,3.6869216655338804e-09,1.4445832228797678e-11,5.359403756883938e-09,0,0,0,0,0,0,1.453625610488222,0.0,0.0,0.0,0.0,0.0,0.0
126,484530016044,393,10,8,0,14,0,12,11,32,0,15,7,33,48,24,29,138,5223626.830023014,2789958.0475389417,64.04862368087561,0.5341036292071135,209.90272627839562,17,29,11,17,38,89,3.27724023117566,0.2654233459364102,0.45278100189152326,0.17174451795885365,0.2654233459364102,0.593299243857858,1.3895692816670886
127,484530016051,713,6,8,8,74,0,36,12,0,16,107,58,70,7,7,72,219,7611593.232599614,59290.39835447909,1.3611202560716045,0.007789485925304686,5.553903464742241,0,0,1,0,0,2,4.080391456939766,0.0,0.0,0.7346889413622781,0.0,0.0,1.4693778827245563
129,484530016053,282,0,0,5,0,16,7,23,10,0,36,36,0,20,23,43,53,5113552.010825877,0.0003591874662842486,8.245809602485046e-09,7.024226321035055e-11,1.9808318225318854e-08,0,0,0,0,0,0,2.4022284263450864,0.0,0.0,0.0,0.0,0.0,0.0
130,484530016054,563,50,0,0,20,36,56,15,7,0,0,38,67,32,47,77,107,2789371.3472991814,2.874383279971495e-05,6.598676032992413e-10,1.0304770939712371e-11,5.801586039058065e-09,0,0,0,0,0,0,8.792045571037258,0.0,0.0,0.0,0.0,0.0,0.0
131,484530016061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5417623.941893714,1841102.1253110988,42.26588901081494,0.3398357185839568,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,484530017051,572,0,15,0,0,41,20,0,0,0,86,39,69,47,46,41,168,26510068.027652502,0.0012966836761054063,2.976776115944459e-08,4.891287622320859e-11,2.7978165199675312e-08,0,0,0,0,0,0,0.9398814055856034,0.0,0.0,0.0,0.0,0.0,0.0
133,484530017052,451,13,0,0,0,15,26,0,0,0,0,0,44,76,17,27,233,6363349.651719543,2212573.4502087366,50.79369720405732,0.3477057793941657,156.81530650676874,4,14,0,15,32,90,3.087298525972285,0.07874992804580656,0.275624748160323,0.0,0.29531223017177466,0.6299994243664525,1.7718733810306477
134,484530017053,325,27,0,0,0,0,0,0,0,13,27,0,0,69,32,29,122,11241164.498920413,0.0008540426902580666,1.9606122365887663e-08,7.597457455053591e-11,2.469173672892417e-08,0,0,0,0,0,0,1.2593890963306889,0.0,0.0,0.0,0.0,0.0,0.0
135,484530017054,818,15,14,12,27,26,42,40,58,0,49,68,175,53,14,55,170,13321078.558725862,2120553.4399338583,48.681208446599136,0.15918781880802044,130.2156357849607,10,26,18,27,10,35,2.6748644896069247,0.20541807237528836,0.5340869881757497,0.369752530275519,0.5546287954132786,0.20541807237528836,0.7189632533135092
136,484530017061,421,9,7,0,0,6,7,12,11,6,5,30,67,51,44,13,140,8413330.50620731,0.00038657764108128347,8.874601494060686e-09,4.5948229514586234e-11,1.9344204625640806e-08,0,0,0,0,0,0,2.1797265644645436,0.0,0.0,0.0,0.0,0.0,0.0
137,484530017062,732,0,53,9,63,8,74,10,25,29,51,36,121,51,66,90,32,10242354.710229788,1615.328458330742,0.037082838804654315,0.0001577106538516378,0.11544419861939886,0,0,0,0,0,0,3.113143500893716,0.0,0.0,0.0,0.0,0.0,0.0
138,484530017063,774,0,0,0,12,10,38,11,36,62,94,63,115,60,34,46,193,10023992.203043923,2969717.8861777773,68.17534173961839,0.29626099322742705,229.30600875802853,3,46,46,34,27,70,3.3634742842040364,0.04400417986106882,0.6747307578697219,0.6747307578697219,0.4987140384254466,0.39603761874961935,1.0267641967582724
139,484530017071,701,7,0,36,31,17,82,13,30,18,65,132,44,85,14,85,28,10819739.827403497,41805.29101185649,0.9597174245146118,0.00386379817617933,2.7085225215017106,0,0,0,0,0,0,2.822208342076916,0.0,0.0,0.0,0.0,0.0,0.0
140,484530017072,1333,125,35,48,14,97,17,44,16,0,110,147,219,159,66,133,103,11335749.146089792,5644134.130238889,129.57149059317928,0.49790570146709745,663.7083000556408,110,86,127,109,112,117,5.1223328296771085,0.8489521845926072,0.6637262534087657,0.9801538858478283,0.8412344374599471,0.8643876788579273,0.9029764145212277
141,484530017073,365,22,0,17,0,0,0,16,0,51,19,48,45,14,35,44,54,7900890.176025982,829703.9387787353,19.047381514663346,0.10501398200627347,38.33010343228982,4,7,7,4,5,10,2.0123555252348964,0.21000261883349472,0.36750458295861577,0.36750458295861577,0.21000261883349472,0.2625032735418684,0.5250065470837368
142,484530017121,729,17,55,36,21,0,38,29,49,18,52,129,86,24,97,10,68,13246183.680328282,0.0002331145704028868,5.351574159845886e-09,1.759862131076152e-11,1.2829394935545149e-08,0,0,0,0,0,0,2.397312370593143,0.0,0.0,0.0,0.0,0.0,0.0
143,484530017122,899,27,37,16,43,115,27,66,55,36,129,121,51,66,69,0,41,7944878.468326908,2.6316314304602063e-05,6.041394468457774e-10,3.312362097106307e-12,2.97781352529857e-09,0,0,0,0,0,0,4.929016869939194,0.0,0.0,0.0,0.0,0.0,0.0
144,484530017123,370,17,0,33,15,3,8,9,8,7,42,77,65,64,9,6,7,3738565.370681157,7.972650018928107e-05,1.8302685993866178e-09,2.1325426275682617e-11,7.890407722002568e-09,0,0,0,0,0,0,4.311065449435618,0.0,0.0,0.0,0.0,0.0,0.0
145,484530017131,871,39,0,94,21,46,28,39,84,49,48,166,93,78,35,13,24,7933210.858611774,446878.41504003655,10.258916782369985,0.05633008160307937,49.06350107628213,8,13,12,5,6,2,4.782522572031978,0.7798094252746111,1.267190316071243,1.1697141379119165,0.4873808907966319,0.5848570689559582,0.19495235631865276
146,484530017132,237,5,0,0,6,9,0,0,0,20,76,0,40,18,27,20,7,10281750.611791726,396741.4770800489,9.107931062443729,0.03858695781096286,9.145109001198197,0,1,2,1,1,1,1.0040819301880501,0.0,0.10979441907761785,0.2195888381552357,0.10979441907761785,0.10979441907761785,0.10979441907761785
147,484530017133,892,45,41,19,29,43,12,94,46,9,36,100,148,107,60,65,23,9573398.028793776,102341.30883124298,2.3494331687613172,0.010690175894017197,9.53563689746334,1,2,1,1,1,0,4.058696805787745,0.42563457998987314,0.8512691599797463,0.42563457998987314,0.42563457998987314,0.42563457998987314,0.0
148,484530017141,3535,139,165,53,39,330,50,203,471,91,176,344,142,436,141,351,396,132333489.69065464,121275175.18072656,2784.0949306870193,0.9164360092386424,3239.601292658601,362,1049,476,130,528,684,1.1636102120480418,0.13002430197689804,0.37678312920929846,0.17097118160498195,0.04669381010220095,0.18964870564586234,0.24568127776850346
149,484530017142,1143,23,0,24,54,0,0,0,22,21,65,209,81,110,105,137,286,28660155.56263429,5466106.370072131,125.48453558475967,0.1907214480440076,217.99461511430067,19,8,52,15,41,80,1.7372229502101015,0.15141307979871574,0.06375287570472242,0.4143936920806957,0.11953664194635452,0.3267334879867024,0.6375287570472241
150,484530017143,831,0,0,0,0,0,0,0,0,0,19,61,108,48,70,241,281,14940084.58090176,3620386.4704513084,83.11263706270222,0.2423270397732104,201.37377005153786,0,0,19,26,28,126,2.4229019457007066,0.0,0.0,0.22860542838588951,0.312828480949112,0.33689221025288985,1.5160149461380041
151,484530017161,852,12,0,0,2,0,21,57,0,21,109,128,179,43,30,58,186,129613439.7748291,107173673.34816815,2460.3689933004625,0.8268716078699522,704.4946099051992,11,81,195,148,60,201,0.28633697295955385,0.004470874096508608,0.032921891074290666,0.07925640443810715,0.06015357875302491,0.024386585980956048,0.08169506303620276
152,484530017162,1806,91,48,0,14,10,89,29,10,67,91,224,189,169,148,180,433,31699132.709670458,12232903.404355029,280.8288201183432,0.3859065645863281,696.9472556429085,59,79,121,72,122,236,2.4817511797728247,0.21009239712340422,0.2813101588601514,0.4308674585073205,0.2563839422522899,0.43442834659415785,0.8403695884936169
