,GEOID10,Total_POP_,Less tha_1,"$10,000 _1","$15,000 _1","$20,000 _1","$25,000 _1","$30,000 _1","$35,000 _1","$40,000 _1","$45,000 _1","$50,000 _1","$60,000 _1","$75,000 _1","$100,000_1","$125,000_1","$150,000_1","$200,000_1",fullarea_income,new_area,area_acre,weight,TotPopNS,"Lessthan25,000","25,000to49,999","50,000to74,999","75,000to99,999","100,000to149,999","150,000ormore",Norm_TotPopNS,"Norm_Lessthan25,000","Norm_25,000to49,999","Norm_50,000to74,999","Norm_75,000to99,999","Norm_100,000to149,999","Norm_150,000ormore"
30,484530004012,925,287,58,43,47,0,93,48,3,5,67,93,86,58,13,4,6,14453490.345454656,217917.3355100105,5.002693652663235,0.015077142634861295,13.946356937246698,6,2,2,1,1,0,2.7877695308850687,1.1993538714500014,0.39978462381666713,0.39978462381666713,0.19989231190833356,0.19989231190833356,0.0
33,484530004023,392,11,6,29,27,7,7,45,9,20,77,18,24,85,0,6,21,6669226.725044988,5.763988090647966e-05,1.3232295892212961e-09,8.642663277591727e-12,3.387924004815957e-09,0,0,0,0,0,0,2.560344805174518,0.0,0.0,0.0,0.0,0.0,0.0
35,484530005002,394,49,46,38,41,16,13,15,13,47,78,10,11,9,0,8,0,2381864.177760799,4.1367494701570126e-05,9.496670041682766e-10,1.7367696734269665e-11,6.842872513302248e-09,0,0,0,0,0,0,7.205549401282266,0.0,0.0,0.0,0.0,0.0,0.0
36,484530005003,461,139,19,0,6,0,0,0,36,0,13,36,33,11,52,71,45,4239832.058949179,0.00019428219847691377,4.460105566503989e-09,4.582308822040127e-11,2.1124443669604986e-08,0,0,0,0,0,0,4.736310240782749,0.0,0.0,0.0,0.0,0.0,0.0
37,484530005004,768,153,43,16,52,0,46,59,26,12,89,42,99,0,13,0,106,4260447.209627981,0.0001912008913856622,4.389368489110703e-09,4.4878127102144685e-11,3.446640161444712e-08,0,0,0,0,0,0,7.8522461032726145,0.0,0.0,0.0,0.0,0.0,0.0
38,484530006011,295,112,22,20,17,19,15,0,0,33,4,28,20,0,5,0,0,2121204.6136157564,0.00037465096129361657,8.600802600863557e-09,1.7662179258369385e-10,5.210342881218969e-08,0,0,0,0,0,0,6.057972869527116,0.0,0.0,0.0,0.0,0.0,0.0
39,484530006012,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9862182.485437348,1472915.2804561018,33.813482104134565,0.14934983028665624,3.435046096593094,3,0,0,0,0,0,0.10158806141332222,0.0887220071201473,0.0,0.0,0.0,0.0,0.0
40,484530006031,342,174,41,14,0,14,22,11,0,0,0,0,48,0,0,11,0,2316898.6360280695,0.0002686439023054507,6.167215388095746e-09,1.1594978655000426e-10,3.965482700010145e-08,0,0,0,0,0,0,6.429940338494598,0.0,0.0,0.0,0.0,0.0,0.0
41,484530006032,668,245,74,47,101,99,37,0,17,0,12,7,22,7,0,0,0,2813006.993142315,0.0002955116804012588,6.784014701589964e-09,1.0505188260166843e-10,7.017465757791452e-08,0,0,0,0,0,0,10.344119325311565,0.0,0.0,0.0,0.0,0.0,0.0
45,484530006041,459,188,58,45,9,0,0,24,0,12,8,45,0,25,22,9,14,3337007.385340182,0.0002693932792273146,6.184418715043953e-09,8.072900300154776e-11,3.705461237771042e-08,0,0,0,0,0,0,5.991607956229249,0.0,0.0,0.0,0.0,0.0,0.0
46,484530006042,614,338,63,91,42,10,0,0,22,0,42,0,0,0,0,0,0,2034402.9250567334,330293.7729831277,7.582501675462068,0.16235415753441113,99.68545272612843,86,5,6,0,0,0,13.146776221457772,11.341903197767413,0.6594129766143845,0.7912955719372614,0.0,0.0,0.0
48,484530007001,659,85,13,30,8,32,38,22,17,34,35,75,68,53,49,22,78,17393286.87308318,716.2768356841705,0.016443453528103086,4.118122358992641e-05,0.027138426345761503,0,0,0,0,0,0,1.650409161273811,0.0,0.0,0.0,0.0,0.0,0.0
49,484530008011,632,73,32,59,21,4,38,0,92,4,62,98,55,11,31,25,13,13909445.55378341,38791.836886608224,0.8905380368826498,0.002788884484044494,1.7625749939161202,0,0,0,0,0,0,1.9792248291673842,0.0,0.0,0.0,0.0,0.0,0.0
50,484530008021,458,29,13,27,24,23,1,6,30,0,28,69,65,41,66,18,4,5405478.4436253095,0.00022880198096570476,5.252570729240238e-09,4.23277945425037e-11,1.9386129900466694e-08,0,0,0,0,0,0,3.6907889297991074,0.0,0.0,0.0,0.0,0.0,0.0
52,484530008023,477,108,71,80,0,9,0,12,35,44,0,64,0,6,6,7,24,8937278.202172298,0.0012182258364283713,2.7966616997896495e-08,1.3630837139345946e-10,6.501909315468017e-08,0,0,0,0,0,0,2.3248823109198575,0.0,0.0,0.0,0.0,0.0,0.0
53,484530008031,359,23,7,7,17,0,8,0,10,26,0,18,57,76,57,24,29,4930153.269455004,2.38036198396685e-06,5.46455919184309e-11,4.828170350634927e-13,1.733313155877939e-10,0,0,0,0,0,0,3.1719176149930695,0.0,0.0,0.0,0.0,0.0,0.0
54,484530008032,283,7,0,7,6,0,13,8,0,38,24,26,62,7,43,15,15,3045591.9155377503,4.466200964744734e-05,1.0252986604097185e-09,1.4664476031603043e-11,4.150046716943661e-09,0,0,0,0,0,0,4.0476466781740115,0.0,0.0,0.0,0.0,0.0,0.0
55,484530008033,351,9,15,8,46,12,0,0,32,0,7,39,53,13,40,51,26,7567536.927066634,5.101098440718488e-05,1.171051065362371e-09,6.740764518073915e-12,2.3660083458439444e-09,0,0,0,0,0,0,2.0204143233598484,0.0,0.0,0.0,0.0,0.0,0.0
56,484530008041,482,134,24,35,9,10,22,23,7,0,35,39,24,14,31,37,38,4151723.0145273837,9.550582761538168e-05,2.1925121123824994e-09,2.300390158042701e-11,1.108788056176582e-08,0,0,0,0,0,0,5.057158179033795,0.0,0.0,0.0,0.0,0.0,0.0
57,484530008042,524,116,72,0,29,9,5,26,13,9,38,10,70,28,38,27,20,7123891.455028789,0.000321249453264727,7.3748726644794995e-09,4.509465862761784e-11,2.3629601120871746e-08,0,0,0,0,0,0,3.204069032226398,0.0,0.0,0.0,0.0,0.0,0.0
60,484530009021,366,6,0,27,8,68,45,20,0,0,20,74,32,57,0,0,0,7479729.700978581,277554.1034440254,6.371765460147507,0.03710750448745664,13.581346642409128,1,4,3,1,2,0,2.131488788680982,0.15694237433165814,0.6277694973266326,0.4708271229949744,0.15694237433165814,0.3138847486633163,0.0
62,484530009023,455,122,0,17,48,8,23,42,20,40,23,52,8,0,32,11,9,5718133.523099591,0.00021004286496008936,4.821920683197644e-09,3.6732766751874095e-11,1.6713408872102714e-08,0,0,0,0,0,0,3.466131023337211,0.0,0.0,0.0,0.0,0.0,0.0
63,484530009024,525,39,83,61,0,38,36,38,0,0,0,38,67,53,24,38,0,8716252.784106499,6.213899113282923e-05,1.426514947952921e-09,7.12909465477361e-12,3.742774693756145e-09,0,0,0,0,0,0,2.623719225043597,0.0,0.0,0.0,0.0,0.0,0.0
64,484530010001,261,0,0,0,10,56,14,0,0,0,44,30,29,33,0,26,19,3281621.173515368,5.369077446668036e-05,1.2325705800431672e-09,1.6361051939814625e-11,4.2702345562916175e-09,0,0,0,0,0,0,3.464494955041086,0.0,0.0,0.0,0.0,0.0,0.0
66,484530010003,320,0,0,0,38,31,25,52,0,7,9,35,11,58,15,25,3,5300935.364622183,6.56422549816806e-05,1.50693881959781e-09,1.2383145702882791e-11,3.962606624922493e-09,0,0,0,0,0,0,2.629573658458199,0.0,0.0,0.0,0.0,0.0,0.0
67,484530010004,168,0,0,6,0,9,18,8,0,9,34,32,5,6,20,0,21,7679027.899241406,0.0017845378999396789,4.096735307483193e-08,2.3239112077141555e-10,3.904170828959781e-08,0,0,0,0,0,0,0.9529956260118468,0.0,0.0,0.0,0.0,0.0,0.0
68,484530010005,442,73,46,21,66,24,7,0,0,0,8,18,55,42,26,30,14,6371320.04277847,0.0009594723059389797,2.202645330438429e-08,1.5059238893931991e-10,6.65618359111794e-08,0,0,0,0,0,0,3.021904388843686,0.0,0.0,0.0,0.0,0.0,0.0
69,484530011001,2520,81,21,30,73,86,0,128,0,17,104,180,216,334,194,211,832,22717591.049098503,0.0015254304965082541,3.50190655764062e-08,6.714754628743031e-11,1.6921181664432437e-07,0,0,0,0,0,0,4.831991198483874,0.0,0.0,0.0,0.0,0.0,0.0
70,484530011002,1162,182,40,15,23,0,0,0,24,44,18,82,3,57,148,219,295,6095411.155599929,0.0009546404910709492,2.1915530098047503e-08,1.566162588054309e-10,1.819880927319107e-07,0,0,0,0,0,0,8.304069849906318,0.0,0.0,0.0,0.0,0.0,0.0
71,484530012001,652,0,0,25,156,18,110,69,0,48,17,14,27,0,34,65,69,5422749.264981197,9.690398462680605e-05,2.2246093807806715e-09,1.7869899545713564e-11,1.1651174503805243e-08,0,0,0,0,0,0,5.237402397231891,0.0,0.0,0.0,0.0,0.0,0.0
72,484530012002,1902,44,0,72,110,13,33,58,39,45,159,161,289,224,171,68,402,18629653.332909238,0.0027042024621345855,6.207994632999508e-08,1.4515581228543948e-10,2.760863549669059e-07,0,0,0,0,0,0,4.447271160630976,0.0,0.0,0.0,0.0,0.0,0.0
74,484530013031,900,67,0,0,0,11,0,11,52,26,69,129,113,63,113,126,109,8122231.341606798,0.000990459974915944,2.273783229834582e-08,1.2194431964061787e-10,1.0974988767655608e-07,0,0,0,0,0,0,4.826752446605933,0.0,0.0,0.0,0.0,0.0,0.0
79,484530013043,374,0,0,0,7,7,0,0,15,3,42,78,29,76,0,68,49,3907674.338993322,0.0001292795620658929,2.967850368822151e-09,3.3083504624696367e-11,1.237323072963644e-08,0,0,0,0,0,0,4.169088462012658,0.0,0.0,0.0,0.0,0.0,0.0
81,484530013051,803,0,17,0,48,40,65,95,11,11,123,87,77,27,93,60,49,12610842.216223454,0.0012511414234668674,2.8722254900524963e-08,9.921156747622399e-11,7.966688868340786e-08,0,0,0,0,0,0,2.7736989647686667,0.0,0.0,0.0,0.0,0.0,0.0
82,484530013052,566,101,39,0,0,32,0,22,0,0,43,83,30,60,0,48,108,6577018.71996856,7.776757774990983e-05,1.7852979281430173e-09,1.1824138118050177e-11,6.6924621748164e-09,0,0,0,0,0,0,3.7486528546961253,0.0,0.0,0.0,0.0,0.0,0.0
